property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,facing_direction,balcony_direction,front_width,front_road_width,title,latitude,longitude,verified,location,location_details,date_of_posting,url
Nhà riêng,"9,6 tỷ",115 m²,2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng.,Đầy đủ,,,"4,4 m",,"Bán nhà Lê Văn Huân, DT: 4.4 x 30m [115m2] 2 tầng - 9.6 tỷ TL",10.8043815362895,106.640944396829,1,"Tân Bình, Hồ Chí Minh","Đường Lê Văn Huân, Phường 13, Tân Bình, Hồ Chí Minh",08/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-huan-phuong-13-10/chi-75tr-m2-ban-dt-4-4-x-30m-127m2-2-tang-9-6-ty-tl-pr43510870
Nhà riêng,"13,5 tỷ",123 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ.,,,,,,"Bán nhà 3 tầng sát cạnh khu dân cư Hồng Long giá 13.5 tỷ thương lượng, nhà có sân để ô tô",10.8532168515702,106.720068917649,1,"Thủ Đức, Hồ Chí Minh","Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",07/12/2025,https://batdongsan.com.vn/ban-nha-rieng-phuong-hiep-binh-phuoc/ban-3-tang-sat-canh-khu-dan-cu-hong-long-gia-13-5-ty-thuong-luong-co-san-de-o-to-pr44734357
Nhà riêng,"11,8 tỷ",67 m²,6 phòng,7 phòng,5 tầng,Sổ đỏ.,,,,,8 m,"Bán nhà 5 tầng view sông đường nhựa 8m giá 11.8 tỷ thương lượng, gần đại học Luật - đô thị Vạn Phúc",10.8531028540686,106.719646304868,1,"Thủ Đức, Hồ Chí Minh","Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",07/12/2025,https://batdongsan.com.vn/ban-nha-rieng-phuong-hiep-binh-phuoc/ban-5-tang-view-song-duong-nhua-8m-gia-11-8-ty-thuong-luong-gan-dai-hoc-luat-do-thi-van-phuc-pr44734106
Nhà riêng,"16,8 tỷ","96,2 m²",,,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,,"Bán gấp nhà hẻm xe hơi đường Nguyễn Tri Phương diện tích 5x20m Quận 10, giá chỉ 16.8 tỷ",10.7659568339904,106.66726615623,1,"Quận 10, Hồ Chí Minh","Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",08/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-tri-phuong-1-phuong-9-9/ban-gap-hem-xe-hoi-dien-tich-5x20m-quan-10-gia-chi-16-8-ty-pr43400223
Nhà riêng,"6,8 tỷ","50,5 m²",2 phòng,3 phòng,2 tầng,Sổ đỏ/ sổ hồng.,,,,,6 m,"Nhà mới xây sổ hồng riêng hoàn công xe hơi vào trong nhà, chỉ 6.8 tỷ đường 48 Hiệp Bình Chánh",10.8363601874307,106.726516358054,1,"Thủ Đức, Hồ Chí Minh","Đường 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/-moi-xay-so-hong-hoan-cong-xe-hoi-vao-trong-chi-hon-6-ty-48-chanh-pr44649013
Nhà riêng,"7,5 tỷ","62,5 m²",4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Tây - Nam,"4,5 m",8 m,"Nhà góc phố hiện đại xây dựng mới - Đường 8m KDC 83 Đào Tông Nguyên - 4,5x15m sổ hồng giá 7,5 tỷ",10.6845249238111,106.750447771852,1,"Nhà Bè, Hồ Chí Minh","83, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-thi-tran-nha-be/-goc-pho-hien-dai-xay-dung-moi-8m-kdc-83-4-5m-x-15m-so-hong-gia-7-5-ty-pr44014133
Nhà riêng,990 triệu,221 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,,"(Bán nhà cấp 4 + dãy trọ có 3) giá 990tr SHR, hiện tại đang cho thuê 5tr/th",11.1224459726042,106.327301217437,1,"Gò Dầu, Tây Ninh","Đường Nông Trường, Xã Phước Đông, Gò Dầu, Tây Ninh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nong-truong-xa-phuoc-dong-1/-ban-cap-4-day-tro-co-3-gia-990tr-shr-hien-tai-dang-cho-thue-5tr-th-pr44658411
Nhà riêng,"6,59 tỷ","65,9 m²",2 phòng,2 phòng,2 tầng,Sổ hồng riêng.,,,,4 m,4 m,"Nhà 2 tầng sổ hồng riêng xe hơi vào tận nhà 6.59 tỷ thương lượng, đường 48 Hiệp Bình Chánh",10.836249821768,106.726064062587,1,"Thủ Đức, Hồ Chí Minh","Đường 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/-2-tang-so-hong-xe-hoi-vao-tan-6-ty-x-thuong-luong-thoai-mai-48-chanh-pr44649007
Nhà riêng,"5,25 tỷ",116 m²,,,,Sổ đỏ/ Sổ hồng,,,,,3 m,Bán nhà riêng 116m2 hẻm Kinh Dương Vương Q. Bình Tân,10.7398710857258,106.616772531332,1,"Bình Tân, Hồ Chí Minh","Đường Kinh Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",10/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-kinh-duong-vuong-phuong-an-lac-6/ban-116m2-hem-q-binh-tan-pr44616605
Nhà riêng,"7,5 tỷ",36 m²,4 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng.,Sẵn nội thất.,,,,,"Nhà mới 36m2, sổ vuông A4, 4 phòng ngủ sẵn nội thất tiện nghi. ~300m ra Phan Xích Long",10.8010771792567,106.688576666363,1,"Phú Nhuận, Hồ Chí Minh","Phường 7, Phú Nhuận, Hồ Chí Minh",08/12/2025,https://batdongsan.com.vn/ban-nha-rieng-phuong-7-11/-moi-36m2-so-vuong-a4-4-phong-ngu-san-noi-that-tien-nghi-300m-ra-phan-xich-long-pr44748502
Nhà riêng,"5,78 tỷ",63 m²,5 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,4 m,8 m,"Nhà 4 lầu hẻm 8m khu dân cư đồng bộ sát MT đường Hà Huy Giáp Quận 12 - DT 63m2 - 5,78 tỷ",10.8786903030705,106.677897621004,1,"Quận 12, Hồ Chí Minh","Đường Hà Huy Giáp, Phường An Phú Đông, Quận 12, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-ha-huy-giap-phuong-an-phu-dong-1/-4-lau-hem-8m-khu-dan-cu-bo-sat-mt-quan-12-dt-64m2-5-78-toi-pr44648068
Nhà riêng,"11,5 tỷ",70 m²,4 phòng,,3 tầng,Sổ đỏ/ Sổ hồng,,,,8 m,8 m,Nhà 3 tầng lô góc 2 mặt tiền Him Lam quận 7 - DT 70m2. Chỉ 11.5 tỷ,10.7442463377584,106.697117726977,1,"Quận 7, Hồ Chí Minh","Phường Tân Hưng, Quận 7, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-hung-14/-3-tang-lo-goc-2-mat-tien-him-lam-quan-7-dt-70m2-chi-11-5-ty-pr44661735
Nhà riêng,8 tỷ,55 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Tây - Bắc,"4,6 m",3 m,Bùi Đình Tuý - Bình Thạnh - 10m ra hẻm xe tải thông - 55m2 - 4 tầng BTCT - 8 tỷ,10.8078456183964,106.703181815611,1,"Bình Thạnh, Hồ Chí Minh","Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-dinh-tuy-phuong-12-7/-binh-thanh-10m-ra-hem-xe-tai-thong-55m2-4-tang-btct-8-ty-pr44576254
Nhà riêng,"6,2 tỷ",43 m²,3 phòng,,3 tầng,Sổ hồng,,,,,,"Chỉ 6.2 tỷ nhà đẹp 3 tầng P. Phú Thuận, gần mặt tiền Quận 7, DT 5x9m, 3 PN",10.731477733384,106.745320880545,1,"Quận 7, Hồ Chí Minh","Phường Phú Thuận, Quận 7, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-thuan-3/nhinh-6-ty-dep-3-tang-p-tan-my-gan-mat-tien-quan-7-dt-5x12m-3-pn-pr44429391
Nhà riêng,"6,3 tỷ","55,6 m²",3 phòng,3 phòng,2 tầng,Sổ hồng,Đầy đủ full.,Nam,,,3 m,Nhà SHR hẻm 3m - full NT - liền kề Nguyễn Thị Thập,10.7469577381295,106.728837970817,1,"Quận 7, Hồ Chí Minh","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-tan-thuan-dong-1/-shr-hem-3m-full-nt-lien-ke-nguyen-thi-thap-pr44439540
Nhà riêng,"10,5 tỷ","42,3 m²",4 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam,"4,1 m","7,5 m",Hẻm xe tải - Nguyễn Xí - Bình Thạnh - (4.1x11)m2 - 5 tầng BTCT - 10.5 tỷ BL,10.8155202018995,106.708031582364,1,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/hem-xe-tai-binh-thanh-4-1x11-m2-5-tang-btct-10-5-ty-bl-pr44640908
Nhà riêng,"5,98 tỷ","60,8 m²",4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản gồm điều hòa, tủ lạnh, giường giúp bạn có không gian sống thoải mái. Pháp lý đầy đủ, sẵn sàng cho giao dịch.",,,,,"Bán gấp nhà riêng tại Thạnh Xuân 22, 5,98 tỷ, 60,8m2, 4PN, 5WC, nội thất cơ bản",10.8711135766214,106.67029680011,1,"Quận 12, Hồ Chí Minh","Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-xuan-22-phuong-thanh-xuan/ban-gap-tai-22-5-98-ty-60-8m2-4pn-5wc-noi-that-co-ban-pr44781986
"Nhà biệt thự, liền kề","24,3 tỷ",322 m²,6 phòng,6 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Nam,Nam,10 m,"15,2 m",Mua biệt thự giá bằng 1/2 căn chung cư ở Hà Nội,21.077680706123584,105.97403615865134,0,"Từ Sơn, Bắc Ninh","Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",11/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/mua-gia-bang-1-2-can-chung-cu-o-ha-noi-pr44769430
"Nhà biệt thự, liền kề","56,9 tỷ",152 m²,5 phòng,6 phòng,5 tầng,Đang chờ sổ,Cơ bản,Tây - Bắc,Tây - Bắc,8 m,16 m,"Biệt thự song lập Sola (8x19m) 5 tầng, giá gốc CT giá từ 58,4 tỷ (Có VAT)",10.806272583474298,106.76897602205312,0,"Quận 2, Hồ Chí Minh","Dự án Sola - Đảo Ánh Dương, Phường An Phú, Quận 2, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-an-phu-prj-sola-dao-anh-duong/-song-lap-8x19m-5-tang-gia-goc-ct-gia-tu-58-4-ty-co-vat-pr44788438
"Nhà biệt thự, liền kề",Thỏa thuận,70 m²,6 phòng,6 phòng,3 tầng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,,36 m,Sốc * Quỹ NG Víp CK20% dự án đấu giá An Khánh Ecomony. Vay bank Ls0%. View công viên. Đg rộng 36m,21.020381417116855,105.71141937037083,0,"Hoài Đức, Hà Nội","Dự án An Khánh Ecomony, Xã Lại Yên, Hoài Đức, Hà Nội",09/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-lai-yen-prj-an-khanh-ecomony/soc-quy-ng-vip-ck20-du-dau-gia-khh-vay-bk-ls0-view-cong-vien-dg-rong-36m-pr44756146
"Nhà biệt thự, liền kề","3,06 tỷ",100 m²,,,3 tầng,,,,,5 m,,Nhà phố 5x20 giá tốt nhất thị trường không có căn thứ 2. View công viên,11.139366473141653,106.70168556020532,0,"Tân Uyên, Bình Dương","Dự án Sun Casa Central, Xã Vĩnh Tân, Tân Uyên, Bình Dương",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-vinh-tan-prj-sun-casa-central/-pho-5x20-gia-tot-nhat-thi-truong-khong-co-can-2-view-cong-vien-pr44788323
"Nhà biệt thự, liền kề","24,5 tỷ",100 m²,8 phòng,8 phòng,5 tầng,"Sổ đỏ, sử dụng lâu dài, giao dịch sang tên luôn cho quí khách hàng.",,,,5 m,13 m,"Quỹ căn LK, BT dự án Louis City Đại Mỗ. Vị trí đẹp, Chủ cần bán - Giá chỉ từ 24.5 tỷ. Lh 0967 154 ***",20.988611316456,105.764799227435,0,"Nam Từ Liêm, Hà Nội","Dự án Louis City Đại Mỗ, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city-dai-mo/ban-nhanh-10-can-du-an-vi-tri-dep-chu-thien-tri-gia-tot-chi-tu-23-ty-pr43117548
"Nhà biệt thự, liền kề",10 tỷ,70 m²,,,,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam,5 m,13 m,"Siêu phẩm 70m Đông Nam, gần công viên, giá rẻ hơn thị trường 300tr. LH 0987 825 ***",20.943869343104637,105.98059325883524,0,"Văn Giang, Hưng Yên","Dự án Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-vinhomes-ocean-park-2/sieu-pham-70m-dong-nam-gan-cong-vien-gia-re-hon-thi-truong-300tr-lh-pr44787841
"Nhà biệt thự, liền kề",26 tỷ,144 m²,,,,Hợp đồng mua bán,,,,,,Chính chủ cần bán nhanh căn GÓC - Vin Vũ Yên - Hải Phòng,20.914781714885844,106.71395283412672,0,"Thủy Nguyên, Hải Phòng","Vinhomes Royal Island, Phường Thủy Hà, Thủy Nguyên, Hải Phòng",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-thuy-ha-prj-vinhomes-royal-island/chinh-chu-can-ban-nhanh-can-goc-vin-vu-yen-hai-phong-pr44787802
"Nhà biệt thự, liền kề","18,2 tỷ",80 m²,6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 m,15 m,BÁN GẤP -- CĂN DUY NHẤT 18 TỶ -- VIEW LA CASTA VĂN PHÚ -- NHÀ ĐẸP KHÔNG LỖI,20.9639709191643,105.762361517212,0,"Hà Đông, Hà Nội","Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-la-casta-van-phu/ban-gap-can-duy-t-18-ty-view-dep-khong-loi-pr44787743
"Nhà biệt thự, liền kề",14 tỷ,50 m²,5 phòng,5 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,"4,2 m",11 m,CẦN BÁN GẤP NHÀ LK KHU C YÊN NGHĨA HÀ ĐÔNG 50m2 x 5 TẦNG GIÁ RẺ 13.xxx TỶ HÀNG HIẾM CÒN SÓT LẠI,20.9818572709397,105.746180825394,0,"Hà Đông, Hà Nội","Phường Yên Nghĩa, Quận Hà Đông, TP Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi/chinh-chu-ban-lk-khu-c-yen-nghia-ha-dong-50m2-x-5t-gia-re-14-ty-hang-hiem-con-sot-lai-pr44787272
"Nhà biệt thự, liền kề",Thỏa thuận,"193,6 m²",6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Nam,Nam,,30 m,"Cần bán nhanh Căn góc Công viên, đường 30m, hướng Nam, view Hồ Yên Sở rộng 193.6m2, mặt tiền 8.55m",20.980448661121056,105.86031085394156,0,"Hoàng Mai, Hà Nội","Louis City Hoàng Mai, Tân Mai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",09/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/can-ban-nhanh-can-goc-cong-vien-30m-huong-nam-view-ho-yen-so-rong-193-6m2-mat-tien-8-55m-pr43787860
"Nhà biệt thự, liền kề",52 tỷ,222 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,,,,16 m,,"Bán biệt thự 222m2, 52 tỷ tại Khu đô thị Sài Đồng, Long Biên, Hà Nội",21.0345016078585,105.91194278299992,0,"Long Biên, Hà Nội","Khu đô thị Sài Đồng, Sài Đồng, Long Biên, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-sai-dong-prj-khu-do-thi-sai-dong/ban-222m2-52-ty-tai-long-bien-ha-noi-pr44787538
"Nhà biệt thự, liền kề","17,2 tỷ",132 m²,,,,,Nhà thô.,,,6 m,,"Hot! Độc quyền biệt thự sol villas. Giá tốt nhất. DT: 132-500m2, từ 17 tỷ - 45 tỷ. LH: 0902.746,319",10.771499886631815,106.77659629642716,0,"Quận 2, Hồ Chí Minh","Dự án Sol Villas, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-dinh-phuong-cat-lai-prj-khu-biet-thu-sol-villas/-tho-hoan-thien-full-noi-that-cao-cap-gia-10-2-ty-lh-0902-746-319-pr38329534
"Nhà biệt thự, liền kề","12,5 tỷ",120 m²,,,3 tầng,Sổ hồng.,Hoàn thiện nội thất.,,,,,"Hot! Phố Đông Village - Sol Villas. Giá tốt nhất. DT: 120 - 500m2, chỉ từ 12.5 tỷ. LH: 0902 746 ***",10.7671013657098,106.77843703799653,0,"Quận 2, Hồ Chí Minh","Dự án Phố Đông Village , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-dinh-phuong-cat-lai-prj-pho-dong-village/hang-chuyen-nhuong-phodong-sol-villas-gia-cuc-tot-lh-0902-746-319-pr37639507
"Nhà biệt thự, liền kề",3 tỷ,100 m²,4 phòng,4 phòng,3 tầng,,,Nam,Nam,10 m,12 m,Nhà phố 3 tầng view công viên giá ngon nhất Khu Đô Thị 3ty060,11.13929688608212,106.7017891510842,0,"Tân Uyên, Bình Dương","Sun Casa Central, Dân Chủ, Vĩnh Tân, Tân Uyên, Bình Dương",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dan-chu-xa-vinh-tan-prj-sun-casa-central/-pho-3-tang-view-cong-vien-gia-ngon-nhat-khu-do-thi-3ty060-pr44787504
"Nhà biệt thự, liền kề","23,5 tỷ",100 m²,6 phòng,6 phòng,5 tầng,Sđcc phân lô nét căng,Cực tây,,,5 m,16 m,Thang máy nhập khẩu - hoàn thiện tuyệt đẹp - đối diện La Casta Văn Phú - vị trí đẹp giá tốt,20.95814933120144,105.76658818158634,0,"Hà Đông, Hà Nội","Dự án KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/thang-may-nhap-khau-hoan-thien-tuyet-dep-doi-dien-casta-vi-tri-dep-gia-tot-pr44787287
"Nhà biệt thự, liền kề","25,1 tỷ",102 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,,,6 m,,"Em cần bán căn nhà phố quận 2 - Gladia Khang Điền - 102m2 - 25,1 tỷ - full thổ cư hoàn công đủ",10.7768751941069,106.787330381237,0,"Quận 2, Hồ Chí Minh","Gladia Khang Điền, Đường Võ Chí Công, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-binh-trung-dong-prj-gladia-khang-dien/em-can-ban-can-pho-quan-2-102m-25-1-ty-full-tho-cu-hoan-du-pr44787268
"Nhà biệt thự, liền kề","40,9 tỷ",200 m²,6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đẳng cấp tuyệt đẹp.,,,10 m,15 m,Quá hời - biệt thự Văn Quán - 1 nhà ra MP Nguyễn Khuyến - hoàn thiện đẹp tuyệt vời,20.973979587253947,105.78897612461616,0,"Hà Đông, Hà Nội","Dự án KĐT Văn Quán, Đường Nguyễn Khuyến, Phường Phúc La, Hà Đông, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-khuyen-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/qua-hoi-1-ra-mp-hoan-thien-dep-tuyet-voi-pr44787251
"Nhà biệt thự, liền kề","6,5 tỷ",60 m²,,,,,,,,,,"SIÊU HOT!!! Bán căn liền kề cách bệnh viện Bạch Mai, Việt Đức chỉ 5 phút đi đường giá 6,5 tỷ",20.55692285852083,105.93758048658609,0,"Phủ Lý, Hà Nam","Sun Urban City, Lam Hạ, Phủ Lý, Hà Nam",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-lam-ha_1-prj-sun-urban-city/sieu-hot-ban-can-cach-benh-vien-bach-mai-viet-duc-chi-5-phut-di-duong-gia-6-5-ty-pr44785345
"Nhà biệt thự, liền kề","5,4 tỷ",60 m²,5 phòng,3 phòng,4 tầng,Hợp đồng mua bán,Cơ bản,Tây,Nam,4 m,15 m,"Vốn 1,48 tỷ có ngay căn liền kề xd 4 tầng nằm vị trí trung tâm phân khu Flora Avenua, ck lên 24%",20.55622803463938,105.9373411934254,0,"Phủ Lý, Hà Nam","Sun Urban City, Đường Lê Công Thanh, Phường Lam Hạ, Phủ Lý, Hà Nam",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-cong-thanh-phuong-lam-ha_1-prj-sun-urban-city/von-1-48-ty-co-ngay-can-xd-4-tang-nam-vi-tri-trung-tam-phan-khu-flora-avenua-ck-len-24-pr44787014
"Nhà biệt thự, liền kề","28,5 tỷ",105 m²,6 phòng,8 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cao cấp,,,20 m,15 m,"Biệt thự Thạch Bàn, Long Biên, DT 105m2 căn góc, MT 20m, ô tô tránh, vỉa hè, kinh doanh, nhỉnh 28tỷ",21.0187645429403,105.906551875437,0,"Long Biên, Hà Nội","Khu nhà ở Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/-lng-bien-dt-105m-can-gc-mt-20m-t-tranh-via-he-kinh-danh-nhinh-28ty-pr44588027
Nhà mặt phố,"10,3 tỷ",82 m²,3 phòng,,2 tầng,Sổ hồng riêng,,,,"5,4 m",10 m,Bán nhà mặt tiền - Trịnh Đình Thảo - Tân Phú đường 10m thông (5.4x15.5m) 2 tầng - 3PN - chỉ 10.3 tỷ,10.774360648573,106.636413693423,0,"Tân Phú, Hồ Chí Minh","Đường Trịnh Đình Thảo, Phường Phú Trung, Tân Phú, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-trinh-dinh-thao-phuong-phu-trung/ban-tien-tan-10m-thong-5-4x15-5m-2-tang-3pn-chi-10-3-ty-pr44623929
Nhà mặt phố,"15,5 tỷ",102 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"3,95 m",6 m,Mặt tiền Phó Đức Chính - 102m2 - 3 tầng - kinh doanh đỉnh - 15.5 tỷ,10.7989061566084,106.696609977855,0,"Bình Thạnh, Hồ Chí Minh","Đường Phó Đức Chính, Phường 1, Bình Thạnh, Hồ Chí Minh",18/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-pho-pho-duc-chinh-phuong-1-20/-tien-102m2-3-tang-kinh-doanh-dinh-15-5-ty-pr43880627
Nhà mặt phố,"14,8 tỷ",70 m²,3 phòng,2 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,,,,,"Bán nhà quận 11, 2 mặt tiền đường, gần KDL Đầm Sen, 4 tầng, 70m2, Hơn 14 tỷ (TL)",10.7642870805243,106.653490310536,0,"Quận 11, Hồ Chí Minh","Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh",18/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ton-that-hiep-phuong-13-6/ban-quan-11-2-tien-gan-kdl-dam-sen-3-tang-70m2-pr44571869
Nhà mặt phố,32 tỷ,170 m²,6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 m,18 m,Mặt phố Triều Khúc kinh doanh sầm uất 170m2 giá 32 tỷ,20.9840524482023,105.799921205291,0,"Thanh Xuân, Hà Nội","Đường Triều Khúc, Phường Phương Liệt, Thanh Xuân, Hà Nội",18/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-trieu-khuc-phuong-phuong-liet/-kinh-doanh-sam-uat-170m-gia-33-ty-pr44301596
Nhà mặt phố,55 tỷ,60 m²,,,8 tầng,,,,,,,"Siêu Vip, nhà xây mới mặt phố Đỗ Quang 8T thang máy, 1 mặt phố 1 mặt ngõ oto tránh giá chỉ 55 tỷ",21.0109074133968,105.80173505006,0,"Cầu Giấy, Hà Nội","Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",11/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-pho-do-quang-phuong-trung-hoa-4/sieu-vip-xay-moi-8t-thang-may-1-1-ngo-oto-tranh-gia-chi-55-ty-pr43795457
