property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,front_road_width,latitude,longitude,address,district,city_province
Nhà mặt phố,8.35,64.0,4,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,16.0635190790282,108.213847751372,"Số 30, Đường Bàu Hạc 2, Phường Thạc Gián, Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng
Nhà mặt phố,13.7,120.0,10,10,2,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,10.8509838683391,106.795856179637,"Đường D2, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Nhà mặt phố,7.1,58.0,3,2,2,Sổ hồng,Đầy đủ,4.0,10.7934590349436,106.734716359252,"Đường 6, Phường Tân Quy, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà mặt phố,24.0,72.0,4,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,3.4,10.7977636080455,106.676468121758,"Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà mặt phố,26.5,71.3,8,9,6,Sổ đỏ/ Sổ hồng,,4.1,10.7621601514631,106.670544677061,"Đường Ngô Gia Tự, Phường 3, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,29.0,71.1,6,7,5,Sổ đỏ/ Sổ hồng,,4.0,10.7718484446873,106.679455950406,"Đường Cao Thắng, Phường 3, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,22.9,55.3,5,6,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7923862281065,106.688859412854,"Đường Đặng Dung, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,22.0,96.0,6,7,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7492806385731,106.716799880789,"Đường Số 9M, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà mặt phố,49.0,296.0,,,1,Sổ hồng,,,10.8137751996357,106.689782062311,"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà mặt phố,1.78,150.0,,,4,Sổ đỏ/ Sổ hồng,,5.0,11.2454177079125,106.624357734933,"Đường D7, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",Bàu Bàng,Bình Dương
Nhà mặt phố,67.0,146.2,16,12,8,Sổ đỏ/ Sổ hồng,Đầy đủ,8.0,10.7516981473109,106.67117457126,"Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Căn hộ chung cư,2.53,53.0,2,1,3,Sổ đỏ/ Sổ hồng,,,10.7854935863217,106.667989612487,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Căn hộ chung cư,9.0,98.9,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.084628991401463,105.79105561260624,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Căn hộ chung cư,2.97,37.6,1,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.760780458805549,106.69888289226456,"Dự án H3 Hoàng Diệu, Đường Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Căn hộ chung cư,6.7,87.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.98484050840444,105.77874298514554,"Dự án Xuân Mai Riverside, Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Căn hộ chung cư,8.5,87.0,3,2,3,HĐMB,Nội thất nguyên bản,,10.7495567157481,106.72338178692,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,7.0,81.0,3,2,3,HĐMB,NTCB,,10.7496816829593,106.723608788952,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,4.3,50.0,1,1,3,Sổ hồng,,,10.7747703712852,106.697795588427,"Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Căn hộ chung cư,4.0,81.0,3,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.8430332320208,106.842988569524,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,3.45,63.0,2,2,3,Có sổ ( sử dụng chung),,,10.843555743060596,106.84287781248504,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,2.7,47.0,1,1,3,Hợp đồng mua bán,Cơ bản,,10.843670069785125,106.84640301717968,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,4.2,47.8,2,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.99878944713915,105.73787257120772,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.65,42.9,1,1,3,Sổ đỏ/ Sổ hồng,Nội thất: Bàn giao nguyên bản chủ đầu tư,,20.9906660822571,105.940715142011,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Căn hộ chung cư,10.0,97.6,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0843862705381,105.792523039095,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Căn hộ chung cư,7.7,107.2,3,2,3,Sổ đỏ/ Sổ hồng ( sử dụng chung),Đầy đủ,,20.9744653588792,105.75896551665636,"Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Căn hộ chung cư,9.0,90.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0816146380966,105.812826156616,"Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,7.6,63.8,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.084443823881,105.812561380611,"Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,3.2,40.3,1,1,3,Sổ đỏ/ Sổ hồng,,,10.7921017250542,106.718241331767,"Riverside 90, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Căn hộ chung cư,5.2,78.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.80350590212037,106.61681941387766,"Dự án Ruby - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Căn hộ chung cư,4.35,80.0,3,2,3,Sổ đỏ/ Sổ hồng,Full nội thất,,10.80354496360333,106.61664099965874,"Dự án Ruby - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Căn hộ chung cư,6.1,58.0,2,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.084409279028012,105.79196575680444,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Nhà riêng,3.0,150.0,3,1,1,Sổ đỏ/ Sổ hồng,Không nội thất,7.5,12.2296676914271,109.108560146947,"Xã Diên Toàn, Diên Khánh, Khánh Hòa",Diên Khánh,Khánh Hòa
Nhà riêng,5.0,24.6,2,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,,10.767120180351,106.692322421545,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,9.0,69.2,10,11,4,Sổ đỏ/ Sổ hồng,,,10.8389402647174,106.648664848962,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,7.2,58.0,4,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8792333459699,106.660854682675,"Đường Thạnh Xuân 25, Phường Thới An, Quận 12, Hồ Chí Minh",Quận 12,Hồ Chí Minh
Nhà riêng,12.9,61.7,4,5,4,Sổ hồng,,8.0,10.7150211395729,106.734034640135,"Đường Số 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,7.49,60.0,4,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.727511544219,106.733005591212,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,6.5,42.0,4,3,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,10.7500775933424,106.679004274238,"Đường Hưng Phú, Phường 8, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà riêng,10.3,40.0,3,,5,Sổ đỏ/ Sổ hồng,Full,,10.8106043010544,106.701673571999,"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,3.5,80.0,3,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,10.9594631109523,106.541696294386,"Đường Cây Da, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Củ Chi,Hồ Chí Minh
Nhà riêng,25.0,110.0,,,4,Sổ đỏ/ Sổ hồng,,,10.7598751295916,106.67908108076,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Nhà riêng,6.95,56.0,4,5,4,Sổ đỏ/ Sổ hồng,,4.0,10.6847469287344,106.749911598975,"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,14.0,115.0,5,6,5,Sổ đỏ/ Sổ hồng,,,10.8139661951449,106.697586585763,"Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,15.8,126.0,4,5,3,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp,20.0,10.8083175486578,106.631062201179,"Đường Nguyễn Hữu Dật, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Nhà riêng,12.7,49.2,4,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7897952935885,106.646475689733,"Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,4.65,40.0,2,2,2,Có sổ,,4.0,10.7825738160859,106.608920679999,"Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Hồ Chí Minh
Nhà riêng,6.38,42.0,3,4,4,Sổ hồng,Đầy đủ,4.0,10.8387857999924,106.659380650823,"Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,7.59,38.8,4,4,4,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,10.8084196192258,106.687763455221,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,5.28,103.0,4,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7186089730423,106.630001851751,"Đường Mai Hắc Đế, Phường 15, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà riêng,22.0,105.0,,,3,Sổ đỏ/ Sổ hồng,,,10.807866681074,106.780018153034,"Đường 16, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,23.0,61.65,5,4,5,Sổ đỏ/ Sổ hồng,Cơ bản,4.9,10.7712683658995,106.690845702687,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Biệt thự,,,,,4,,,,,,,Nhà Bè,Hồ Chí Minh
Nhà mặt phố,24.9,87.8,2,2,5,Sổ đỏ/ Sổ hồng,,3.6,10.7643102275538,106.655706075277,"Đường Lê Đại Hành, Phường 13, Quận 11, Hồ Chí Minh",Quận 11,Hồ Chí Minh
Nhà mặt phố,3.0,81.6,2,1,4,Sổ đỏ/ Sổ hồng,,4.4,11.6569860885966,106.606126080161,"Đường Ngô Quyền, Phường An Lộc, Bình Long, Bình Phước",Bình Long,Bình Phước
Nhà mặt phố,34.0,88.0,3,4,5,Sổ đỏ/ Sổ hồng,,8.0,10.804239146632,106.717189964448,"Đường Võ Oanh, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà mặt phố,129.0,328.57,,,4,Sổ đỏ/ Sổ hồng,,,10.8029832786687,106.731296369784,"24B Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,102.0,225.4,,,3,Sổ đỏ/ Sổ hồng,,11.3,10.7662873673606,106.659302040249,"Số 322 Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,11.68,66.3,4,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.8457802256747,106.645665484185,"14, Đường Số 5, Phường 9, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,12.5,54.3,2,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,4.7,16.0773091322515,108.219482540458,"Đường Đống Đa, Phường Thạch Thang, Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng
Nhà mặt phố,190.0,1.132,,,3,Sổ đỏ/ Sổ hồng,Đầy đủ,34.0,10.740680914325,106.629955058299,"Đường 43 Bình Phú, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,Hồ Chí Minh
Nhà mặt phố,14.5,96.0,5,4,4,Sổ đỏ/ Sổ hồng,,6.0,10.8019957184371,106.597994726991,"Đường 1, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Hồ Chí Minh
Nhà mặt phố,19.5,83.0,5,4,4,Có sổ,,4.0,10.7514684760434,106.665726231666,"12, Đường Phan Phú Tiên, Phường 10, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Nhà mặt phố,28.0,74.3,,,4,Sổ đỏ/ Sổ hồng,,,10.7917317364288,106.691570823865,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,18.0,63.0,,,6,Sổ đỏ/ Sổ hồng,Đầy đủ,4.3,10.7750994536234,106.658797223527,"Đường Tam Đảo, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,23.0,112.5,6,7,3,Sổ đỏ/ Sổ hồng,Đầy đủ,7.5,16.0412885644962,108.245163384461,"Đường Trần Văn Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Ngũ Hành Sơn,Đà Nẵng
Nhà mặt phố,29.0,69.0,5,6,4,Sổ đỏ/ Sổ hồng,,4.2,10.7697282410956,106.688294106531,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,7.98,60.5,5,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,10.7717247347438,106.645711416819,"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",Quận 11,Hồ Chí Minh
Nhà mặt phố,38.0,152.0,,,5,Sổ đỏ/ Sổ hồng,,7.0,21.0591226131687,105.915353478321,"Đường Nguyễn Văn Hưởng, Phường Giang Biên, Long Biên, Hà Nội",Long Biên,Hà Nội
Nhà mặt phố,260.0,382.0,10,10,10,Sổ đỏ/ Sổ hồng,,13.6,21.0137937053492,105.839624379293,"Đường Ô Đồng Lâm, Phường Khâm Thiên, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Nhà mặt phố,285.0,225.0,,,9,Sổ đỏ/ Sổ hồng,Đầy đủ,10.4,21.016319982093,105.857516922439,"11, Phố Hàng Chuối, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội
Nhà mặt phố,520.0,293.0,,,9,Sổ đỏ/ Sổ hồng,Đầy đủ,10.0,21.0187591214409,105.851829877196,"Phố Phố Huế, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,Hà Nội
Nhà mặt phố,68.0,80.0,,,8,Sổ đỏ/ Sổ hồng,Đầy đủ,5.6,21.0251858402062,105.8427500652,"Phố Đình Ngang, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,Hà Nội
Căn hộ chung cư,9.5,97.6,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.999038913191423,105.8049587579816,"Stellar Garden, số 35, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,3.88,43.0,2,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0058945306118,105.736838379724,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.5,63.5,2,2,3,Sổ đỏ/ Sổ hồng,,,10.843075159232,106.842865023838,"The Origami - Vinhomes Grand Park, Phước Thiện, Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,11.5,74.2,2,2,3,Có sổ,Cơ bản,,10.80383594403678,106.74980274738502,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,6.5,88.0,3,2,3,Sổ đỏ/ Sổ hồng,,,20.956181755732064,105.84536414038246,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Căn hộ chung cư,4.15,73.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.71390133460315,106.73043756922796,"Dự án Viva Plaza, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,4.35,74.0,2,2,3,Sổ đỏ/ Sổ hồng,Không nội thất,,10.840865100002652,106.83980321833052,"Dự án Masteri Centre Point, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,6.2,74.7,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0066049062021,105.745095481642,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,2.75,59.0,2,1,3,Sổ đỏ/ Sổ hồng,Không nội thất,,10.837596093870468,106.83887642598042,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,3.59,93.3,3,2,3,Sổ đỏ/ Sổ hồng,,,10.97596435829366,106.67193297087888,"Dự án Happy One Central, Đường 30/4, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",Thủ Dầu Một,Bình Dương
Căn hộ chung cư,1.72,57.0,1,1,3,Sổ hồng,Trống,,10.972794315656,106.666449049163,"Dự án Compass One, Đường Hoàng Văn Thụ, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",Thủ Dầu Một,Bình Dương
Căn hộ chung cư,3.9,42.8,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0061650203469,105.736463406308,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,10.0,116.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0041030886088,105.803338477299,"18T, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,3.0,63.0,2,1,3,Có sổ( sử dụng chung),Cơ bản,,10.8007431566275,106.822354945526,"Dự án MT Eastmark City, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,11.3,146.5,3,2,3,Sổ chính chủ lâu dài,Đầy đủ nội thất mới,,21.009542192899,105.820571077814,"Hà Thành Plaza, Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Căn hộ chung cư,2.2,57.0,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.972510380414,106.665996691082,"Compass One, Đường Hoàng Văn Thụ, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thủ Dầu Một,Bình Dương
Căn hộ chung cư,5.9,99.0,3,3,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.7571557368562,106.692342988115,"Orient Apartment, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Căn hộ chung cư,4.59,48.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0228748769994,105.806123115765,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Căn hộ chung cư,17.0,96.4,3,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.80410538908724,106.74951046289333,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,7.0,50.0,1,1,3,Sổ đỏ/ Sổ hồng,Nội thất cơ bản chủ đầu tư bàn giao,,10.8041148467675,106.747324486602,"Dự án Q2 Thảo Điền, Đường Võ Trường Toản, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,12.9,61.7,4,5,4,Sổ hồng,,8.0,10.7150211395729,106.734034640135,"Đường Số 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,7.49,60.0,4,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.727511544219,106.733005591212,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,6.5,42.0,4,3,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,10.7500775933424,106.679004274238,"Đường Hưng Phú, Phường 8, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà riêng,10.3,40.0,3,,5,Sổ đỏ/ Sổ hồng,Full,,10.8106043010544,106.701673571999,"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,3.5,80.0,3,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,10.9594631109523,106.541696294386,"Đường Cây Da, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Củ Chi,Hồ Chí Minh
Nhà riêng,25.0,110.0,,,4,Sổ đỏ/ Sổ hồng,,,10.7598751295916,106.67908108076,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Nhà riêng,6.95,56.0,4,5,4,Sổ đỏ/ Sổ hồng,,4.0,10.6847469287344,106.749911598975,"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,14.0,115.0,5,6,5,Sổ đỏ/ Sổ hồng,,,10.8139661951449,106.697586585763,"Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,15.8,126.0,4,5,3,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp,20.0,10.8083175486578,106.631062201179,"Đường Nguyễn Hữu Dật, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Nhà riêng,12.7,49.2,4,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7897952935885,106.646475689733,"Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,4.65,40.0,2,2,2,Có sổ,,4.0,10.7825738160859,106.608920679999,"Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Hồ Chí Minh
Nhà riêng,6.38,42.0,3,4,4,Sổ hồng,Đầy đủ,4.0,10.8387857999924,106.659380650823,"Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,7.59,38.8,4,4,4,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,10.8084196192258,106.687763455221,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,5.28,103.0,4,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7186089730423,106.630001851751,"Đường Mai Hắc Đế, Phường 15, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà riêng,22.0,105.0,,,3,Sổ đỏ/ Sổ hồng,,,10.807866681074,106.780018153034,"Đường 16, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,23.0,61.65,5,4,5,Sổ đỏ/ Sổ hồng,Cơ bản,4.9,10.7712683658995,106.690845702687,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
