property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,front_road_width,latitude,longitude,address,district,city_province
Nhà mặt phố,63.0,185.0,22,23,7,Sổ đỏ/ Sổ hồng,Đầy đủ,25.0,10.8053316930823,106.73658155664,"Đường Thảo Điền, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,38.0,100.0,,,4,Sổ đỏ/ Sổ hồng,,22.0,20.9849888593239,105.785006772745,"Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Nhà mặt phố,26.0,150.0,38,,5,,Full nội thất mới,7.5,10.8386383804195,106.669832488878,"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,26.5,108.0,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,10.7900898,106.6878182,"Đường Nguyễn Văn Mai, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,25.0,71.0,8,8,5,Sổ đỏ/ Sổ hồng,Cơ bản,6.0,10.7736925872282,106.683382085512,"Đường số 4, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,140.0,289.0,12,12,7,Sổ đỏ/ Sổ hồng,Đầy đủ,12.0,10.7788838691196,106.682313132012,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,65.0,205.0,7,7,5,Sổ đỏ/ Sổ hồng,Đầy đủ,8.0,10.7901283555857,106.696326271317,"Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,15.0,175.0,1,1,1,Sổ đỏ/ Sổ hồng,,,10.8490767366353,106.747523858226,"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà mặt phố,26.0,104.4,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.2,10.7674139,106.6632072,"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Căn hộ chung cư,14.3,82.0,3,,3,,,,10.763631482030242,106.69546597839228,"Dự án The Grand Manhattan, Đường Cô Giang, Phường Cô Giang, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Căn hộ chung cư,4.15,64.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.00607382064291,105.73579176389114,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,4.2,52.0,1,,3,,,,10.777430341003,106.758844785984,"Victoria Village, Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,1.98,76.41,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.5766685232603,105.814178615352,"Tecco Elite City, Quang Trung, Thịnh Đán, Thái Nguyên, Thái Nguyên",Thái Nguyên,Thái Nguyên
Căn hộ chung cư,2.75,70.0,2,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.8790426254272,106.699157714844,"Dự án The Rivana, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",Thuận An,Bình Dương
Căn hộ chung cư,12.7,96.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.019834782155037,105.7805294987835,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,7.543,79.4,3,,3,,Nội thất cơ bản CĐT,,21.0039029958976,105.802597857502,"Handico Complex, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,10.5,103.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7771080720591,106.756187598986,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,2.85,70.3,2,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,20.8324320229479,106.681912060024,"Sentosa Sky Park Hải Phòng, Đường Đại lộ Võ Nguyên Giáp, Phường Kênh Dương, Lê Chân, Hải Phòng",Lê Chân,Hải Phòng
Căn hộ chung cư,6.86,72.9,2,2,3,Sổ đỏ/ Sổ hồng,,,20.986082969298828,105.83870028673876,"The Queen, 360, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,9.5,97.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.96906579723367,105.9204264589325,"Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Căn hộ chung cư,18.5,118.0,2,2,3,Hợp đồng mua bán,Đầy đủ,,21.07203471656051,105.8100942702578,"Dự án Celestine Westlake, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,,104.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0313481874138,105.759956304462,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,8.6,43.0,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,16.0686095093498,108.225549872583,"M Landmark Residence, Bạch Đằng, Hải Châu, Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng
Căn hộ chung cư,12.32,110.0,2,2,3,Sổ đỏ/ Sổ hồng,Thô & hoàn thiện cơ bản,,20.9642358018953,105.75610315833045,"Dự án ParkCity Hà Nội, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Căn hộ chung cư,3.98,60.0,2,1,3,Hợp đồng mua bán,Cơ bản,,10.7246896180689,106.664585796445,"Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh, Hồ Chí Minh",Bình Chánh,Hồ Chí Minh
Căn hộ chung cư,4.85,75.0,2,,3,,,,20.9586596509412,105.826920272629,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Căn hộ chung cư,6.97,55.5,1,1,3,,Bàn giao hoàn thiện cao cấp,,10.8062783703471,106.771547459685,"Masteri Park Place, An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,6.4,67.0,2,2,3,,,,10.7860410488023,106.73205617441,"Paris Hoàng Kim, Lương Định Của, Bình Khánh, Phường An Khánh , Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,9.2,65.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.8035905417579,106.776402239405,"Dự án Lumière Midtown, Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,8.9,167.5,8,8,1,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,10.7079617448983,106.73518617264,"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,5.65,37.0,4,3,4,Sổ hồng,Đầy đủ,3.5,10.8481089718725,106.647861775747,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,4.47,22.0,3,3,3,Sổ hồng,Đầy đủ,3.0,10.8422512118198,106.65723663827,"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,10.8,72.0,10,10,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.07,10.7878595398071,106.768954498569,"Đường Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,8.8,84.2,4,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.67809436385265,106.7542314593982,"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,6.8,170.0,3,2,1,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.6784156072751,106.7533269001,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,4.37,57.0,4,3,4,Sổ đỏ/ Sổ hồng,,8.0,10.8869413965648,106.723882197529,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,5.35,95.0,2,2,1,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7267044382596,106.733351039548,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,5.5,117.0,2,1,1,Sổ đỏ/ Sổ hồng,,5.7,10.8885723897404,106.782035477769,"Đường Tân Hòa, Phường Đông Hòa, Dĩ An, Bình Dương",Dĩ An,Bình Dương
Nhà riêng,6.3,112.0,,,4,Sổ đỏ/ Sổ hồng,Không nội thất,,10.7513219432165,106.72867556842,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,7.5,60.0,4,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7314709514139,106.744782343619,"Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,33.0,95.0,3,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,7.6,10.7877018863458,106.685720773778,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà riêng,14.8,74.3,5,5,4,Sổ đỏ/ Sổ hồng,,4.2,10.8032726662854,106.692520402959,"Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà riêng,21.0,52.8,,,6,Sổ đỏ/ Sổ hồng,,4.35,10.7872753710236,106.698583486044,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,19.0,165.1,4,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,5.2,10.8089113043914,106.690120297561,"Đường Lê Trực, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,18.0,83.2,6,7,5,Sổ hồng,Nội thất đẹp,7.5,10.7998309165869,106.673618032756,"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà riêng,14.5,64.8,5,5,5,Sổ hồng,,4.0,10.7889258474596,106.702976595169,"Đường Nguyễn Bỉnh Khiêm, Phường 5, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,10.4,98.5,4,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.8292639054917,106.768551475582,"Đường 145, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Nhà riêng,3.69,30.0,2,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,,10.7516403520255,106.701688322368,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,8.5,50.0,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7930487680912,106.687231392033,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Biệt thự,18.9,136.0,,,4,Sổ đỏ/ Sổ hồng,Không nội thất,,10.803922025290726,106.80007232854616,"Dự án Villa Park, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Biệt thự,,230.0,,,4,"Bán BT 230m² tại Elysia Complex City , Hải Châu, Đà Nẵng siêu hot view đẹp giá rẻ",,12.0,16.0332260182382,108.233326508559,"Dự án Elysia Complex City, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng
Biệt thự,11.0,55.0,,,4,Hợp đồng mua bán,,5.0,21.089992322019,105.671808653968,"Noble Palace Tây Thăng Long, Tây Thăng Long, Tân Lập, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Biệt thự,28.0,89.0,5,5,4,Sổ đỏ/ Sổ hồng,Nội thất đẹp sang trọng,6.0,20.971786312343525,105.82022202334775,"Dự án KĐT Đại Kim, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Biệt thự,24.9,100.0,7,7,5,Sổ đỏ/ Sổ hồng,Full,,10.833898661107716,106.66762726460126,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Biệt thự,7.1,114.0,4,3,3,Hợp đồng mua bán,Không nội thất,6.0,10.859123528910215,106.85428973193932,"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",Biên Hòa,Đồng Nai
Biệt thự,2.4,112.0,5,4,3,Sổ đỏ/ Sổ hồng,Không nội thất,,10.643490550381,106.482348365896,"Dự án Trần Anh Riverside, Đường Nguyễn Văn Tuôi, Thị trấn Bến Lức, Bến Lức, Long An",Bến Lức,Long An
Biệt thự,19.8,142.0,,,4,Sổ đỏ/ Sổ hồng,Không nội thất,9.0,21.06856824295054,105.71020933392424,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,15.5,100.0,,,5,Sổ đỏ/ Sổ hồng,,5.0,20.94203829358953,105.95738536028328,"Dự án Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,38.0,126.0,5,5,4,,Full,7.0,10.7783583992708,106.746012160083,"Dự án Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,15.0,160.0,4,5,3,Hợp đồng mua bán,Không nội thất,10.0,21.352791294613375,105.74663130738185,"Thanh Xuân Valley, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",Phúc Yên,Vĩnh Phúc
Biệt thự,7.5,84.0,,,4,Sổ đỏ/ Sổ hồng,Không nội thất,,10.821672200186804,106.81775528937578,"Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Biệt thự,19.0,90.0,4,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,21.02527330708763,105.74063664147722,"Xuân Phương Tasco, Văn Tiến Dũng, Xuân Phương, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Biệt thự,95.0,320.0,5,,3,Sổ đỏ/ Sổ hồng,,16.0,10.7973001708059,106.73842236417,"Dự án An Phú An Khánh, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,,120.0,8,9,5,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,10.0710582770472,104.005995615561,"Dự án Sun Grand City New An Thới, Đường ĐT 975, Phường An Thới, Phú Quốc, Kiên Giang",Phú Quốc,Kiên Giang
Biệt thự,33.5,324.0,3,3,2,Sổ đỏ/ Sổ hồng,Không nội thất,9.0,10.385783632274,106.920085660034,"Vinhomes Green Paradise, Long Hòa, Cần Giờ, Hồ Chí Minh",Cần Giờ,Hồ Chí Minh
Biệt thự,60.0,160.0,6,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,10.0,20.9753542093989,105.814295318285,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Biệt thự,26.5,204.0,6,,3,Sổ đỏ/ Sổ hồng,Không nội thất,12.0,21.07539983185533,105.7002492383605,"Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Biệt thự,17.0,104.0,,,4,,,8.0,21.0969350802023,105.712329210045,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Biệt thự,18.5,120.0,,,4,Hợp đồng mua bán,,8.0,21.09706215899212,105.71227426240472,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Nhà mặt phố,7.9,55.0,4,3,3,Sổ đỏ/ Sổ hồng,,5.3,16.0714425881303,108.195718562627,"Đường Trần Cao Vân, Phường Xuân Hà, Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng
Nhà mặt phố,19.3,40.0,3,5,7,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,20.9848931046356,105.858050658453,"Đường Đền Lừ, Phường Tương Mai, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Nhà mặt phố,60.0,108.0,,,7,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0687748232511,105.824262163849,"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Nhà mặt phố,63.0,185.0,22,23,7,Sổ đỏ/ Sổ hồng,Đầy đủ,25.0,10.8053316930823,106.73658155664,"Đường Thảo Điền, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,38.0,100.0,,,4,Sổ đỏ/ Sổ hồng,,22.0,20.9849888593239,105.785006772745,"Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Nhà mặt phố,26.0,150.0,38,,5,,Full nội thất mới,7.5,10.8386383804195,106.669832488878,"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,26.5,108.0,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,10.7900898,106.6878182,"Đường Nguyễn Văn Mai, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,25.0,71.0,8,8,5,Sổ đỏ/ Sổ hồng,Cơ bản,6.0,10.7736925872282,106.683382085512,"Đường số 4, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,140.0,289.0,12,12,7,Sổ đỏ/ Sổ hồng,Đầy đủ,12.0,10.7788838691196,106.682313132012,"Đường Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,65.0,205.0,7,7,5,Sổ đỏ/ Sổ hồng,Đầy đủ,8.0,10.7901283555857,106.696326271317,"Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,15.0,175.0,1,1,1,Sổ đỏ/ Sổ hồng,,,10.8490767366353,106.747523858226,"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà mặt phố,26.0,104.4,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.2,10.7674139,106.6632072,"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,22.0,92.6,4,4,2,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7805583,106.6633158,"Đường Ba Vì, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,48.0,78.5,6,6,3,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,10.7728717111027,106.686815654248,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,75.0,161.0,13,13,6,Sổ đỏ/ Sổ hồng,Đầy đủ,10.8,10.7725974057608,106.669511160074,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,41.5,134.0,5,5,2,Sổ đỏ/ Sổ hồng,Cơ bản,7.2,10.7660354162205,106.663836534954,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,39.5,146.0,7,7,4,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7724883,106.6844472,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà mặt phố,36.0,79.0,7,7,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7896008,106.7024802,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,,200.0,6,6,3,Sổ đỏ/ Sổ hồng,Đầy đủ,10.0,10.7938032956365,106.74267331087,"Đường Cao Đức Lân, Phường An Khánh, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,36.0,60.0,,,4,Sổ đỏ/ Sổ hồng,,4.5,21.0277411404943,105.798989107477,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Căn hộ chung cư,3.5,68.0,2,2,3,,,,10.8337558019475,106.760659938171,"Dự án Lavita Garden, Đường Số 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Căn hộ chung cư,,82.0,,,3,,Cơ bản,,20.933628791147093,105.9194196003435,"Dự án Alluvia City, Thị trấn Văn Giang, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Căn hộ chung cư,4.9,99.0,3,3,3,Sổ đỏ/ Sổ hồng,,,10.80035343083574,106.82197456155905,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,13.5,104.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.035220849381,105.769342506086,"The Zei Mỹ Đình, Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,1.05,45.0,2,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,20.556148536231497,105.93783824154474,"Dự án Sun Urban City, Phường Lam Hạ, Phủ Lý, Hà Nam",Phủ Lý,Hà Nam
Căn hộ chung cư,13.8,78.4,2,2,3,Đã có sổ đỏ chính chủ,"- Nội thất hoàn thiện của chủ đầu tư: Sàn gỗ, trần thạch cao, hệ thống chiếu sáng, hệ thống bếp cao cấp, điều hòa âm trần Mitsubishi, tủ âm tường, sofa, giường, bàn ăn, tivi, tủ lạnh",,21.0328896223118,105.81705630546,"Vinhomes Metropolis - Liễu Giai, 29, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",Ba Đình,Hà Nội
Căn hộ chung cư,10.5,104.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản,,21.0046164771036,105.804441685152,"Dự án The Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,6.1,62.0,2,2,3,Hợp đồng mua bán,,,21.005765932222367,105.73729364626868,"Dự án Lumiere EverGreen Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,,95.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.019874506739345,105.78076870062765,"Vinhomes Skylake, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,2.9,65.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.8901202284187,106.703157789044,"Bcons NewSky, Quốc Lộ 13, Lái Thiêu, Thuận An, Bình Dương",Thuận An,Bình Dương
Căn hộ chung cư,1.914,58.0,2,1,3,Sổ đỏ/ Sổ hồng,,,10.5964499029981,107.055138979917,"Dự án Maison Grand Phú Mỹ, Đường Quốc Lộ 51, Phường Phú Mỹ, Phú Mỹ, Bà Rịa Vũng Tàu",Phú Mỹ,Bà Rịa Vũng Tàu
Căn hộ chung cư,5.15,113.0,3,,3,,Đầy đủ,,11.045956667752236,106.67812992282458,"Dự án Orchard Hill , Đường Hùng Vương, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",Thủ Dầu Một,Bình Dương
Căn hộ chung cư,6.5,45.0,1,1,3,,,,16.0702065337026,108.245111927394,"Đà Nẵng Times Square, Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng",Sơn Trà,Đà Nẵng
Căn hộ chung cư,,80.0,2,2,3,,,,20.9821913504788,105.531378648693,"Legacy Hinoiri, Đường Đại lộ Thăng Long, Xã Thạch Hòa, Thạch Thất, Hà Nội",Thạch Thất,Hà Nội
Căn hộ chung cư,2.55,45.0,2,1,3,,Đầy đủ,,20.944371585178125,105.96288362994731,"Dự án Sunshine Legend City, Xã Long Hưng, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Căn hộ chung cư,2.62,69.0,2,2,3,Sổ đỏ/ Sổ hồng,,,10.975384559746283,106.67241593342288,"Dự án Happy One Central, Đường 30/4, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",Thủ Dầu Một,Bình Dương
Căn hộ chung cư,24.5,211.0,4,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0361416938702,105.782459217138,"Indochina Plaza, số 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Căn hộ chung cư,,45.0,,,3,,,,12.2051230108545,109.174186841633,"Dự án Charmora City, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",Nha Trang,Khánh Hòa
Căn hộ chung cư,13.0,130.0,3,3,3,Sổ đỏ/ Sổ hồng,"Đầy đủ Nội thất bao gồm điều hòa, giường, tủ lạnh và nhiều trang thiết bị hiện đại khác",,21.0740450841926,105.790581983571,"Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Căn hộ chung cư,29.0,139.0,3,2,3,Sổ đỏ/ Sổ hồng,,,10.78253438122914,106.71942740637589,"The River Thủ Thiêm, Trần Bạch Đằng, Thủ Thiêm, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà riêng,16.5,142.7,4,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,10.7378856161639,106.722977594644,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
