Unnamed: 0,property_type,price,area,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal,front_width,raw_area,latitude,longitude
1554,Nhà hẻm ngõ,3.62,52.0,3,2,2,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,3.6,"52 m²(3,6x15,0)",16.0540007,108.1859768
1555,Nhà mặt tiền,6.35,100.0,3,3,3,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",16.0054548,108.2107194
1556,Nhà mặt tiền,9.6,84.0,3,3,3,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,6.0,"84 m²(6,0x14,0)",16.0539277,108.2092014
1557,Nhà mặt tiền,6.1,68.0,3,2,2,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Giấy tờ hợp lệ,5.0,"68 m²(5,0x14,0)",16.103337,108.2638138
1558,Nhà mặt tiền,5.9,70.0,3,2,3,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",16.0561358,108.173041
1559,Nhà hẻm ngõ,2.69,100.0,4,3,1,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,4.0,"100 m²(4,0x25,0)",16.016946,108.2033469
1560,Nhà mặt tiền,8.4,94.0,3,3,3,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,,94 m²,16.0424439,108.2082919
1561,Nhà mặt tiền,9.95,85.0,4,4,2,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,5.0,"85 m²(5,0x18,0)",16.022998,108.2147092
1562,Nhà mặt tiền,25.0,90.0,4,5,3,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Giấy tờ hợp lệ,4.5,"90 m²(4,5x20,0)",16.0561664,108.2461719
1563,Nhà mặt tiền,5.0,61.0,5,3,3,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Giấy tờ hợp lệ,5.0,"61 m²(5,0x12,0)",16.103337,108.2638138
1564,Nhà mặt tiền,4.0,100.0,3,2,0,"Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",15.9853299,108.2415919
1565,Nhà mặt tiền,6.0,72.0,3,2,2,"Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Giấy tờ hợp lệ,4.0,"72 m²(4,0x18,0)",16.0881798,108.2312445
1566,Nhà hẻm ngõ,3.2,115.0,2,2,0,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,6.8,"115 m²(6,8x16,8)",10.0473692,105.7915288
1567,Nhà mặt tiền,7.89,116.0,4,0,3,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,6.8,"116 m²(6,8x17,0)",16.0399205,108.1982347
1568,Nhà hẻm ngõ,3.55,57.0,4,2,2,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,4.0,"57 m²(4,0x14,0)",16.0661975,108.2087548
1569,Nhà mặt tiền,5.45,90.0,3,3,3,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Giấy tờ hợp lệ,4.5,"90 m²(4,5x20,0)",16.0481231,108.15629
1570,Nhà hẻm ngõ,4.5,37.0,3,3,3,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,4.0,"37 m²(4,0x9,1)",16.0855603,108.2188392
1571,Nhà hẻm ngõ,5.5,101.5,3,3,2,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Giấy tờ hợp lệ,4.0,"101,5 m²(4,0x25,4)",16.0167925,108.2541741
1572,Nhà hẻm ngõ,3.69,60.0,3,2,2,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,6.0,"60 m²(6,0x10,0)",16.0663353,108.2033733
1573,Nhà mặt tiền,5.55,90.0,3,3,3,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",16.05501,108.1733575
1574,Nhà hẻm ngõ,3.8,57.0,4,4,2,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,,57 m²,16.0661975,108.2087548
1575,Nhà mặt tiền,4.75,100.0,1,1,1,"Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",16.016946,108.2033469
1576,Nhà hẻm ngõ,5.2,61.0,2,2,2,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Giấy tờ hợp lệ,4.1,"61 m²(4,1x15,0)",16.0754639,108.2417494
1577,Nhà mặt tiền,16.8,104.3,3,3,0,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Giấy tờ hợp lệ,6.0,"104,3 m²(6,0x17,0)",16.0561358,108.173041
1578,Nhà hẻm ngõ,3.85,80.0,3,2,3,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,4.9,"80 m²(4,9x16,0)",16.016946,108.2033469
1579,Nhà mặt tiền,5.85,76.3,5,3,3,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,4.0,"76,3 m²(4,0x19,0)",10.0473692,105.7915288
1580,Nhà mặt tiền,3.89,36.0,2,1,2,"Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,,36 m²,16.062514,108.2204436
1581,Nhà hẻm ngõ,2.3,25.2,2,2,2,"Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,2.6,"25,2 m²(2,6x9,7)",16.0729139,108.2086957
1582,Nhà mặt tiền,8.4,93.0,3,2,2,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,5.0,"93 m²(5,0x18,6)",16.0054548,108.2107194
1583,Nhà hẻm ngõ,8.9,60.0,2,1,0,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Giấy tờ hợp lệ,5.1,"60 m²(5,1x11,9)",16.0561664,108.2461719
1584,Nhà mặt tiền,12.9,200.0,5,5,0,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,10.0,"200 m²(10,0x20,0)",16.0054548,108.2107194
1585,Nhà hẻm ngõ,2.75,35.0,2,2,2,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,,35 m²,16.062514,108.2204436
1586,Nhà hẻm ngõ,3.15,31.0,3,2,2,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,5.0,"31 m²(5,0x7,0)",16.0855603,108.2188392
1587,Nhà hẻm ngõ,3.1,51.0,4,3,3,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,,51 m²,16.05501,108.1733575
1588,Nhà hẻm ngõ,7.9,44.0,4,1,3,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Giấy tờ hợp lệ,4.4,"44 m²(4,4x10,0)",16.06752,108.2448412
1589,Nhà mặt tiền,6.8,74.0,3,4,3,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,5.3,"74 m²(5,3x13,0)",16.0855603,108.2188392
1590,Nhà mặt tiền,12.7,100.0,4,5,3,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",16.0424439,108.2082919
1591,Nhà hẻm ngõ,2.69,150.0,4,2,2,"Xã Hòa Phước, Huyện Hoà Vang, Đà Nẵng",Đà Nẵng,Huyện Hoà Vang,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",16.0094876,108.1517035
1592,Nhà mặt tiền,8.2,72.0,3,3,3,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,4.0,"72 m²(4,0x18,0)",16.0736701,108.2174533
1593,Nhà mặt tiền,6.49,100.0,3,3,3,"Đường KIỀU SƠN ĐEN, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Sổ hồng,5.0,"100 m²(5,0x20,0)",16.016946,108.2033469
1594,Nhà hẻm ngõ,3.75,72.0,3,3,2,"Đường phạm ngũ lão, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Sổ đỏ,3.9,"72 m²(3,9x16,0)",16.062514,108.2204436
1595,Nhà hẻm ngõ,3.75,81.0,3,1,1,"Đường Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Sổ đỏ,6.0,"81 m²(6,0x12,0)",16.103337,108.2638138
1596,Nhà hẻm ngõ,3.39,60.0,3,3,3,"Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Sổ hồng,5.7,"60 m²(5,7x10,5)",16.0494959,108.1577772
1597,Nhà hẻm ngõ,3.85,50.0,3,3,0,"Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Sổ hồng,,50 m²,16.0540007,108.1859768
1598,Nhà hẻm ngõ,4.68,65.0,3,2,1,"Đường Nguyễn Tri Phương, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Sổ hồng,5.0,"65 m²(5,0x13,0)",16.0540007,108.1859768
1599,Nhà mặt tiền,9.4,100.0,3,2,2,"Đường Khúc Hạo, Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Sổ hồng,5.0,"100 m²(5,0x20,0)",16.103337,108.2638138
1600,Nhà mặt tiền,9.4,100.0,3,2,2,"Đường Khúc Hạo, Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đà Nẵng,Quận Sơn Trà,Sổ hồng,5.0,"100 m²(5,0x20,0)",16.103337,108.2638138
1601,Nhà mặt tiền,33.0,200.0,22,0,5,"Đường Trưng Nữ Vương, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Sổ đỏ,,200 m²,16.062514,108.2204436
1602,Nhà mặt tiền,14.99,102.0,12,10,4,"Đường Nguyễn Hữu Dật, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Sổ hồng,5.0,"102 m²(5,0x20,2)",16.062514,108.2204436
1603,Nhà mặt tiền,33.0,200.0,22,0,0,"Đường Trưng Nữ Vương, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Sổ đỏ,,200 m²,16.062514,108.2204436
1604,Nhà mặt tiền,5.6,81.0,3,3,3,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Giấy tờ hợp lệ,4.5,"81 m²(4,5x18,0)",16.0561358,108.173041
1605,Nhà mặt tiền,5.0,90.0,3,4,2,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,4.5,"90 m²(4,5x20,0)",16.05501,108.1733575
1606,Nhà mặt tiền,4.95,105.0,3,3,0,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,,105 m²,16.0054548,108.2107194
1607,Nhà mặt tiền,6.35,90.0,3,3,2,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,6.0,"90 m²(6,0x16,5)",16.022998,108.2147092
1608,Nhà hẻm ngõ,2.11,19.0,1,1,2,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,3.5,"19 m²(3,5x6,0)",16.0663353,108.2033733
1609,Nhà hẻm ngõ,3.45,109.0,2,1,0,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đà Nẵng,Quận Liên Chiểu,Giấy tờ hợp lệ,5.7,"109 m²(5,7x17,0)",16.0561358,108.173041
1610,Nhà hẻm ngõ,2.69,150.0,4,2,2,"Xã Hòa Phước, Huyện Hoà Vang, Đà Nẵng",Đà Nẵng,Huyện Hoà Vang,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",16.0094876,108.1517035
1611,Biệt thự,2.5,196.0,2,1,0,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,6.1,"196 m²(6,1x25,0)",16.0054548,108.2107194
1612,Nhà hẻm ngõ,3.85,46.0,3,0,0,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đà Nẵng,Quận Thanh Khê,Giấy tờ hợp lệ,,46 m²,16.0663353,108.2033733
1613,Nhà hẻm ngõ,5.15,80.0,4,3,3,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,8.0,"80 m²(8,0x10,0)",16.05501,108.1733575
1614,Nhà mặt tiền,8.4,100.0,3,4,3,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,,100 m²,16.0054548,108.2107194
1615,Nhà mặt tiền,8.9,100.0,4,4,3,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Quận Cẩm Lệ,Giấy tờ hợp lệ,,100 m²,16.0054548,108.2107194
1616,Nhà mặt tiền,4.45,42.0,3,2,3,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Giấy tờ hợp lệ,7.0,"42 m²(7,0x6,0)",16.0539277,108.2092014
1617,Nhà mặt tiền,8.8,100.0,2,2,2,"Đường Hoàng Văn Hòe, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Sổ hồng,5.0,"100 m²(5,0x20,0)",16.0063516,108.2507478
1618,Nhà mặt tiền,21.5,88.0,9,0,6,"Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Quận Ngũ Hành Sơn,Sổ đỏ,,88 m²,16.0063516,108.2507478
1619,Nhà hẻm ngõ,7.9,114.0,4,4,0,"Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Quận Hải Châu,Sổ hồng,5.0,"114 m²(5,0x23,0)",16.062514,108.2204436
1620,Nhà mặt tiền,3.5,40.0,4,3,3,"Phường Cát Dài, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Giấy tờ hợp lệ,3.0,"40 m²(3,0x14,0)",20.8518695,106.6733245
1621,Nhà hẻm ngõ,2.15,70.0,3,2,2,"Xã Đồng Thái, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Giấy tờ hợp lệ,6.5,"70 m²(6,5x10,8)",20.8646138,106.6124209
1622,Nhà hẻm ngõ,1.9,60.0,2,2,2,"Phường Đồng Hòa, Quận Kiến An, Hải Phòng",Hải Phòng,Quận Kiến An,Giấy tờ hợp lệ,4.0,"60 m²(4,0x12,5)",20.8059869,106.6320997
1623,Nhà hẻm ngõ,2.0,50.0,3,2,3,"Phường Nghĩa Xá, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Đang chờ sổ,,50 m²,20.8391035,106.6699841
1624,Nhà mặt tiền,2.65,45.0,3,3,3,"Xã Nam Sơn, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Giấy tờ hợp lệ,5.0,"45 m²(5,0x9,0)",20.8646138,106.6124209
1625,Nhà hẻm ngõ,2.45,45.0,4,2,4,"Đường Miếu Hai Xã, Phường Dư Hàng Kênh, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Sổ hồng,,45 m²,20.8355627,106.6814858
1626,Nhà hẻm ngõ,2.65,40.0,3,3,3,"Phường Kênh Dương, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",20.832584,106.6805654
1627,Nhà hẻm ngõ,3.65,60.0,3,3,3,"Đường quỳnh hoàng, Xã Nam Sơn, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Sổ đỏ,,60 m²,20.8646138,106.6124209
1628,Nhà mặt tiền,5.8,67.5,4,5,4,"Đường Bùi Viện, Phường Đồng Hòa, Quận Kiến An, Hải Phòng",Hải Phòng,Quận Kiến An,Sổ đỏ,4.5,"67,5 m²(4,5x15,0)",20.8059869,106.6320997
1629,Biệt thự,8.9,77.0,6,6,5,"Huyện Thủy Nguyên, Hải Phòng",Hải Phòng,Huyện Thủy Nguyên,Sổ đỏ,5.5,"77 m²(5,5x14,0)",20.9160303,106.6753677
1630,Biệt thự,9.5,68.0,4,4,0,"Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Sổ đỏ,6.0,"68 m²(6,0x13,0)",20.8355627,106.6814858
1631,Nhà hẻm ngõ,3.05,51.0,3,3,3,"Đường quỳnh hoàng, Xã Nam Sơn, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Sổ đỏ,,51 m²,20.8646138,106.6124209
1632,Biệt thự,3.0,60.0,4,4,4,"Đường Nguyễn Hồng Quân, Phường Quán Toan, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Hợp đồng mua bán,5.0,"60 m²(5,0x12,0)",20.9024257,106.6001039
1633,Nhà mặt tiền,7.79,100.0,1,1,1,"Xã An Đồng, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",20.8646138,106.6124209
1634,Nhà hẻm ngõ,3.58,44.0,3,2,3,"Phường Đằng Lâm, Quận Hải An, Hải Phòng",Hải Phòng,Quận Hải An,Giấy tờ hợp lệ,4.0,"44 m²(4,0x11,0)",20.8312766,106.711448
1635,Nhà hẻm ngõ,2.0,167.0,2,1,0,"Xã Minh Tân, Huyện Kiến Thuỵ, Hải Phòng",Hải Phòng,Huyện Kiến Thuỵ,Giấy tờ hợp lệ,8.0,"167 m²(8,0x20,9)",20.7335048,106.6714302
1636,Nhà mặt tiền,1.1,58.6,2,2,7,"Phường Tràng Cát, Quận Hải An, Hải Phòng",Hải Phòng,Quận Hải An,Đang chờ sổ,,"58,6 m²",20.8105074,106.7462125
1637,Nhà mặt tiền,3.25,55.0,3,3,0,"Xã Nam Sơn, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Sổ đỏ,,55 m²,20.8646138,106.6124209
1638,Nhà hẻm ngõ,2.45,45.0,3,2,4,"Phường Dư Hàng Kênh, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Giấy tờ hợp lệ,,45 m²,20.835619,106.6838694
1639,Mặt tiền,4.3,49.6,1,1,1,"Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,4.5,"49,6 m²(4,5x12,0)",20.9024257,106.6001039
1640,Nhà mặt tiền,4.8,40.0,3,3,3,"Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",20.9024257,106.6001039
1641,Nhà hẻm ngõ,4.0,52.0,4,3,4,"Phường Dư Hàng Kênh, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Giấy tờ hợp lệ,4.4,"52 m²(4,4x13,0)",20.835619,106.6838694
1642,Nhà mặt tiền,5.2,57.0,4,4,4,"Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,4.3,"57 m²(4,3x14,0)",20.9024257,106.6001039
1643,Nhà mặt tiền,20.5,144.0,4,4,4,"Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,12.0,"144 m²(12,0x12,0)",20.9024257,106.6001039
1644,Nhà mặt tiền,3.5,32.8,4,4,4,"Phường Trại Chuối, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,3.3,"32,8 m²(3,3x10,0)",20.9024257,106.6001039
1645,Nhà mặt tiền,9.1,60.0,3,3,3,"Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng",Hải Phòng,Quận Hồng Bàng,Giấy tờ hợp lệ,4.8,"60 m²(4,8x14,0)",20.9024257,106.6001039
1646,Mặt tiền,6.8,124.0,3,2,2,"Thị Trấn An Dương, Huyện An Dương, Hải Phòng",Hải Phòng,Huyện An Dương,Giấy tờ hợp lệ,7.2,"124 m²(7,2x17,0)",21.197593,105.9540908
1647,Biệt thự,14.62,180.0,4,4,0,"Huyện Thủy Nguyên, Hải Phòng",Hải Phòng,Huyện Thủy Nguyên,Sổ hồng,,180 m²,20.9160303,106.6753677
1648,Biệt thự,1.23,226.0,5,5,0,"Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Sổ hồng,,226 m²,20.8355627,106.6814858
1649,Nhà hẻm ngõ,0.65,50.0,2,0,0,"Phường Đằng Lâm, Quận Hải An, Hải Phòng",Hải Phòng,Quận Hải An,Sổ hồng,,50 m²,20.8312766,106.711448
1650,Nhà hẻm ngõ,2.8,76.0,2,2,3,"Phường Văn Đẩu, Quận Kiến An, Hải Phòng",Hải Phòng,Quận Kiến An,Giấy tờ hợp lệ,5.0,"76 m²(5,0x15,0)",20.7914993,106.6394494
1651,Nhà hẻm ngõ,8.0,180.0,3,3,2,"Phường Đằng Lâm, Quận Hải An, Hải Phòng",Hải Phòng,Quận Hải An,Giấy tờ hợp lệ,7.6,"180 m²(7,6x24,0)",20.8312766,106.711448
1652,Nhà hẻm ngõ,3.9,100.0,2,0,1,"Phường Vĩnh Niệm, Quận Lê Chân, Hải Phòng",Hải Phòng,Quận Lê Chân,Giấy tờ hợp lệ,5.6,"100 m²(5,6x18,4)",20.8315814,106.6767957
1653,Mặt tiền,6.8,110.0,4,0,0,"Thị trấn Núi Đèo, Huyện Thủy Nguyên, Hải Phòng",Hải Phòng,Huyện Thủy Nguyên,Đang chờ sổ,,110 m²,20.9160303,106.6753677
1654,Nhà hẻm ngõ,2.95,89.3,3,2,1,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,5.0,"89,3 m²(5,0x17,9)",10.0829341,105.7120894
1655,Nhà mặt tiền,5.5,72.0,3,3,2,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.5,"72 m²(4,5x16,0)",10.0047978,105.782622
1656,Nhà mặt tiền,2.6,80.0,3,2,2,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.0,"80 m²(4,0x20,0)",10.0040696,105.8035276
1657,Nhà mặt tiền,12.7,90.0,4,4,4,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.0328003,105.8102131
1658,Nhà hẻm ngõ,1.85,39.0,2,2,2,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,3.0,"39 m²(3,0x13,0)",10.061234,105.763903
1659,Nhà hẻm ngõ,2.69,44.2,3,2,1,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,13.0,"44,2 m²(13,0x5,0)",10.0365553,105.7756878
1660,Nhà hẻm ngõ,2.05,40.0,2,2,2,"Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.2,"40 m²(4,2x9,6)",10.0630347,105.7625994
1661,Nhà mặt tiền,8.3,77.6,5,5,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1662,Nhà mặt tiền,3.19,42.5,4,0,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"42,5 m²(5,0x8,5)",10.0198087,105.7544797
1663,Nhà mặt tiền,2.5,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1664,Nhà hẻm ngõ,2.99,48.2,3,2,1,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.6,"48,2 m²(4,6x10,4)",10.0202252,105.7711396
1665,Nhà hẻm ngõ,2.75,40.0,2,2,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"40 m²(5,0x8,0)",10.0163692,105.7379094
