Unnamed: 0,property_type,price,area,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal,front_width,raw_area,latitude,longitude
1666,Nhà mặt tiền,3.99,120.0,4,3,3,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"120 m²(5,0x24,0)",10.0040696,105.8035276
1667,Nhà hẻm ngõ,3.09,70.6,3,2,1,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.3,"70,6 m²(4,3x15,0)",9.9778596,105.8144205
1668,Nhà hẻm ngõ,2.45,42.0,2,2,1,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,8.5,"42 m²(8,5x5,0)",10.0365553,105.7756878
1669,Nhà mặt tiền,3.09,64.0,3,2,0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"64 m²(4,0x16,0)",10.0365553,105.7756878
1670,Nhà mặt tiền,5.3,83.0,4,5,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.7,"83 m²(5,7x14,5)",10.0047978,105.782622
1671,Nhà mặt tiền,5.8,80.0,3,4,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1672,Nhà mặt tiền,3.38,63.7,4,3,0,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"63,7 m²(4,5x14,0)",10.0235032,105.7624787
1673,Nhà mặt tiền,7.9,80.0,3,3,2,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"80 m²(4,0x20,0)",10.0322676,105.77501
1674,Nhà hẻm ngõ,3.0,105.0,2,1,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"105 m²(5,0x21,0)",10.0198087,105.7544797
1675,Nhà mặt tiền,4.09,67.5,2,0,1,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.5,"67,5 m²(4,5x15,0)",10.0328003,105.8102131
1676,Nhà mặt tiền,6.7,74.0,5,5,3,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"74 m²(4,5x16,5)",10.0198087,105.7544797
1677,Nhà mặt tiền,3.29,40.0,3,3,3,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",10.061234,105.763903
1678,Nhà mặt tiền,2.65,42.5,2,2,2,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.5,"42,5 m²(4,5x9,4)",10.061234,105.763903
1679,Nhà mặt tiền,2.89,56.0,3,2,0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,6.1,"56 m²(6,1x9,2)",10.0365553,105.7756878
1680,Nhà hẻm ngõ,2.1,42.0,2,2,2,"Phường Trà An, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,7.0,"42 m²(7,0x5,5)",10.1106432,105.7044981
1681,Nhà hẻm ngõ,4.6,120.0,5,5,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"120 m²(5,0x24,0)",10.0198087,105.7544797
1682,Nhà mặt tiền,4.0,114.0,4,2,2,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"114 m²(5,0x23,0)",9.998907,105.787806
1683,Nhà hẻm ngõ,2.99,67.5,6,6,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"67,5 m²(5,0x13,5)",10.0198087,105.7544797
1684,Nhà mặt tiền,4.69,63.2,5,3,3,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.0,"63,2 m²(4,0x15,8)",10.0328003,105.8102131
1685,Nhà mặt tiền,2.45,55.0,2,2,2,"Phường Trà An, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,5.0,"55 m²(5,0x11,0)",10.1106432,105.7044981
1686,Biệt thự,35.0,1173.0,11,7,2,"Phường Ba Láng, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,15.5,"1.173 m²(15,5x76,0)",9.9878302,105.7414525
1687,Nhà mặt tiền,4.19,80.0,2,1,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"80 m²(4,0x20,0)",10.0198087,105.7544797
1688,Nhà mặt tiền,1.69,80.0,3,2,1,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,7.0,"80 m²(7,0x11,0)",10.0829341,105.7120894
1689,Nhà mặt tiền,2.3,75.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",10.0328003,105.8102131
1690,Nhà hẻm ngõ,2.55,40.0,2,2,2,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",10.0365553,105.7756878
1691,Nhà mặt tiền,2.5,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1692,Nhà mặt tiền,2.3,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1693,Nhà hẻm ngõ,2.45,53.0,3,2,3,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,7.0,"53 m²(7,0x8,0)",10.0322676,105.77501
1694,Nhà hẻm ngõ,3.1,64.0,3,3,2,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"64 m²(4,0x16,0)",10.0365553,105.7756878
1695,Nhà mặt tiền,3.65,56.0,3,2,2,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.0,"56 m²(4,0x14,0)",10.0605676,105.721033
1696,Nhà mặt tiền,3.6,64.0,4,4,2,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Đang chờ sổ,4.0,"64 m²(4,0x16,0)",10.0328003,105.8102131
1697,Nhà hẻm ngõ,3.85,82.8,5,4,0,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"82,8 m²(4,5x18,4)",9.9778596,105.8144205
1698,Nhà mặt tiền,3.8,40.0,4,3,3,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",9.998907,105.787806
1699,Nhà hẻm ngõ,2.59,83.0,4,3,1,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,6.1,"83 m²(6,1x13,5)",10.034042,105.7806665
1700,Biệt thự,10.0,204.6,6,5,4,"Đường số 26, Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Sổ hồng,,"204,6 m²",10.0083534,105.8047621
1701,Nhà hẻm ngõ,2.59,82.7,4,3,1,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,6.1,"82,7 m²(6,1x13,5)",10.034042,105.7806665
1702,Nhà hẻm ngõ,5.8,95.0,3,3,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"95 m²(5,0x19,0)",10.0198087,105.7544797
1703,Nhà mặt tiền,3.35,40.0,2,2,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",10.0198087,105.7544797
1704,Nhà hẻm ngõ,6.15,85.5,2,3,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"85,5 m²(4,5x19,0)",10.0198087,105.7544797
1705,Nhà hẻm ngõ,3.49,51.4,4,4,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.4,"51,4 m²(4,4x11,9)",10.0198087,105.7544797
1706,Nhà mặt tiền,13.9,160.0,4,3,1,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,10.0,"160 m²(10,0x16,0)",10.0328003,105.8102131
1707,Nhà mặt tiền,3.8,100.0,3,2,2,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",9.998907,105.787806
1708,Nhà hẻm ngõ,3.38,63.7,4,3,2,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"63,7 m²(4,5x14,0)",10.0235032,105.7624787
1709,Nhà mặt tiền,5.8,80.0,3,4,2,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1710,Nhà hẻm ngõ,3.5,50.0,5,3,3,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,3.5,"50 m²(3,5x14,5)",10.0235032,105.7624787
1711,Nhà mặt tiền,7.5,80.0,4,5,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1712,Nhà mặt tiền,6.5,125.0,5,5,0,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"125 m²(5,0x25,0)",10.0040696,105.8035276
1713,Nhà mặt tiền,3.99,64.0,3,3,2,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.0,"64 m²(4,0x16,0)",10.0829341,105.7120894
1714,Nhà hẻm ngõ,4.29,83.0,3,2,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"83 m²(5,0x15,2)",10.0198087,105.7544797
1715,Nhà mặt tiền,2.85,87.0,2,2,2,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,3.6,"87 m²(3,6x24,0)",9.998907,105.787806
1716,Nhà mặt tiền,2.6,50.0,3,2,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"50 m²(4,0x12,5)",10.0163692,105.7379094
1717,Nhà mặt tiền,23.5,198.0,4,5,1,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,10.0,"198 m²(10,0x19,8)",10.0365553,105.7756878
1718,Nhà mặt tiền,4.7,63.0,5,3,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.0,"63 m²(4,0x16,0)",10.0047978,105.782622
1719,Nhà mặt tiền,5.85,80.0,4,5,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.7,"80 m²(5,7x14,0)",10.0047978,105.782622
1720,Nhà mặt tiền,3.69,40.0,4,3,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",10.0198087,105.7544797
1721,Nhà hẻm ngõ,2.49,40.0,2,2,2,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,4.0,"40 m²(4,0x10,0)",9.998907,105.787806
1722,Nhà mặt tiền,5.29,80.0,3,4,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1723,Nhà mặt tiền,2.3,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1724,Nhà mặt tiền,1.7,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1725,Nhà hẻm ngõ,3.19,45.0,2,2,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"45 m²(5,0x9,0)",10.0198087,105.7544797
1726,Nhà mặt tiền,4.5,250.0,9,7,0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,10.0,"250 m²(10,0x25,0)",10.0605676,105.721033
1727,Nhà mặt tiền,8.3,77.6,5,7,4,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1728,Nhà hẻm ngõ,2.05,32.2,2,1,2,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.2,"32,2 m²(4,2x7,5)",10.034042,105.7806665
1729,Nhà hẻm ngõ,3.19,45.0,2,2,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"45 m²(5,0x9,0)",10.0198087,105.7544797
1730,Nhà hẻm ngõ,2.05,50.0,3,2,2,"Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,5.4,"50 m²(5,4x9,6)",10.0630347,105.7625994
1731,Nhà mặt tiền,2.59,50.0,4,2,0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"50 m²(4,0x13,0)",10.0365553,105.7756878
1732,Nhà mặt tiền,2.59,45.0,2,2,0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"45 m²(4,5x10,0)",10.0198087,105.7544797
1733,Biệt thự,18.5,210.0,8,7,3,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,10.5,"210 m²(10,5x20,0)",10.0328003,105.8102131
1734,Nhà mặt tiền,5.0,486.0,3,2,0,"Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,6.0,"486 m²(6,0x91,0)",10.0630347,105.7625994
1735,Nhà mặt tiền,5.75,90.0,3,4,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.0047978,105.782622
1736,Nhà mặt tiền,6.1,80.0,4,4,3,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1737,Nhà hẻm ngõ,3.55,64.1,3,2,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"64,1 m²(4,5x13,2)",10.0198087,105.7544797
1738,Nhà mặt tiền,17.0,180.0,5,4,4,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,10.3,"180 m²(10,3x18,0)",10.0328003,105.8102131
1739,Nhà hẻm ngõ,2.65,42.5,2,2,2,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.5,"42,5 m²(4,5x9,4)",10.061234,105.763903
1740,Nhà hẻm ngõ,1.37,56.0,2,1,0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.5,"56 m²(4,5x12,5)",10.0829341,105.7120894
1741,Nhà hẻm ngõ,2.99,54.8,4,2,2,"Phường An Nghiệp, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,3.4,"54,8 m²(3,4x16,0)",10.039931,105.7688738
1742,Nhà mặt tiền,2.1,84.0,3,2,0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,12.0,"84 m²(12,0x7,0)",10.0605676,105.721033
1743,Nhà mặt tiền,13.2,120.0,6,5,4,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"120 m²(5,0x24,0)",10.0328003,105.8102131
1744,Nhà mặt tiền,7.2,65.0,3,3,1,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.2,"65 m²(4,2x15,0)",10.034042,105.7806665
1745,Nhà hẻm ngõ,2.59,51.0,4,2,2,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,3.5,"51 m²(3,5x13,5)",10.0365553,105.7756878
1746,Nhà mặt tiền,35.0,309.0,3,4,1,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,8.7,"309 m²(8,7x32,0)",10.0202252,105.7711396
1747,Nhà mặt tiền,3.99,64.0,3,3,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"64 m²(4,0x16,0)",10.0163692,105.7379094
1748,Nhà mặt tiền,2.39,41.8,2,2,0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"41,8 m²(5,0x8,4)",10.0365553,105.7756878
1749,Nhà mặt tiền,2.99,86.0,2,2,2,"Phường Trà An, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,6.0,"86 m²(6,0x15,0)",10.1106432,105.7044981
1750,Nhà hẻm ngõ,2.18,87.5,2,1,1,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"87,5 m²(5,0x17,5)",10.0235032,105.7624787
1751,Nhà mặt tiền,3.09,70.0,3,2,0,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.3,"70 m²(4,3x15,0)",9.9778596,105.8144205
1752,Nhà mặt tiền,13.0,63.0,3,3,2,"Phường An Lạc, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,3.9,"63 m²(3,9x16,0)",10.0614589,105.6654241
1753,Nhà mặt tiền,14.0,81.0,3,3,1,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.4,"81 m²(5,4x15,0)",10.034042,105.7806665
1754,Nhà hẻm ngõ,3.7,80.0,3,3,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0198087,105.7544797
1755,Nhà mặt tiền,14.5,133.0,7,3,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.3,"133 m²(5,3x25,0)",10.0328003,105.8102131
1756,Nhà mặt tiền,2.5,70.0,2,2,0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.1,"70 m²(4,1x17,0)",10.0365553,105.7756878
1757,Nhà mặt tiền,3.75,56.0,4,3,2,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,4.0,"56 m²(4,0x14,0)",10.0605676,105.721033
1758,Nhà mặt tiền,8.3,77.6,5,5,4,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1759,Nhà mặt tiền,4.45,83.2,3,3,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"83,2 m²(4,0x20,8)",10.0198087,105.7544797
1760,Nhà mặt tiền,8.3,77.6,5,5,3,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1761,Nhà mặt tiền,5.3,77.5,4,4,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,3.4,"77,5 m²(3,4x22,0)",10.0163692,105.7379094
1762,Nhà hẻm ngõ,1.95,40.0,2,2,2,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.0,"40 m²(5,0x8,0)",10.0202252,105.7711396
1763,Nhà hẻm ngõ,3.79,63.0,3,3,1,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.2,"63 m²(5,2x12,0)",10.0198087,105.7544797
1764,Nhà hẻm ngõ,2.55,40.0,3,2,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,5.5,"40 m²(5,5x7,0)",10.0163692,105.7379094
1765,Nhà mặt tiền,5.65,90.0,3,2,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"90 m²(4,5x20,0)",10.0163692,105.7379094
1766,Nhà mặt tiền,8.3,77.6,5,7,3,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1767,Nhà hẻm ngõ,2.59,45.0,2,2,2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"45 m²(4,5x10,0)",10.0198087,105.7544797
1768,Nhà mặt tiền,8.3,77.6,5,7,4,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"77,6 m²(4,5x17,3)",10.0198087,105.7544797
1769,Nhà mặt tiền,5.2,110.0,4,4,2,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"110 m²(5,0x22,0)",10.0328003,105.8102131
1770,Nhà hẻm ngõ,2.8,72.0,2,2,1,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.5,"72 m²(4,5x16,0)",10.0163692,105.7379094
1771,Nhà hẻm ngõ,1.7,34.5,2,2,2,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.6,"34,5 m²(4,6x7,5)",10.0365553,105.7756878
1772,Nhà hẻm ngõ,2.85,48.0,2,2,2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.0,"48 m²(4,0x12,0)",10.0163692,105.7379094
1773,Nhà mặt tiền,2.0,70.0,2,2,0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.0328003,105.8102131
1774,Nhà hẻm ngõ,3.09,70.6,3,2,2,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.3,"70,6 m²(4,3x15,0)",9.9778596,105.8144205
1775,Nhà mặt tiền,5.95,80.0,4,4,2,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.0047978,105.782622
1776,Nhà hẻm ngõ,1.88,60.8,2,1,1,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,4.1,"60,8 m²(4,1x15,0)",10.0163692,105.7379094
1777,Nhà mặt tiền,5.3,80.0,4,5,2,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,5.7,"80 m²(5,7x14,0)",10.0047978,105.782622
