address,area,city_province,district,front_road_width,interior,latitude,legal,longitude,n_bathrooms,n_bedrooms,n_floors,price,property_type,source,has_interior_info,price_per_m2
"Phường Hiệp Thành, Quận 12, TP.HCM",83.0,TP.HCM,Quận 12,4.3,,10.878728,Không có,106.6384202,2.0,2.0,1.0,4.4,Nhà riêng,muabannet,0,53.01204819277108
"Phường Phú Thạnh, Quận Tân Phú, TP.HCM",44.0,TP.HCM,Quận Tân Phú,4.0,,10.8131991,Không có,106.6238898,2.0,2.0,2.0,4.5,Nhà riêng,muabannet,0,102.27272727272727
"Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM",81.0,TP.HCM,Quận Bình Tân,9.0,,10.7704159,Không có,106.5995401,3.0,4.0,2.0,4.65,Nhà riêng,muabannet,0,57.407407407407405
"Phường Tân Thuận Đông, Quận 7, TP.HCM",61.9,TP.HCM,Quận 7,5.4,,10.7375669,Không có,106.7296597,2.0,4.0,0.0,7.9,Nhà riêng,muabannet,0,127.62520193861066
"Phường 4, Quận Tân Bình, TP.HCM",18.0,TP.HCM,Quận Tân Bình,4.4,,10.8124764,Không có,106.6675031,1.0,1.0,0.0,3.0,Nhà riêng,muabannet,0,166.66666666666666
"Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",110.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8777329,Không có,106.5760523,2.0,4.0,2.0,4.35,Nhà riêng,muabannet,0,39.54545454545455
"Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",20.0,TP.HCM,Huyện Bình Chánh,4.0,,10.6950833,Không có,106.5909297,2.0,2.0,2.0,0.7,Nhà riêng,muabannet,0,35.0
"Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",20.0,TP.HCM,Huyện Bình Chánh,4.0,,10.6950833,Không có,106.5909297,3.0,2.0,2.0,0.755,Nhà riêng,muabannet,0,37.75
"Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",10.0,TP.HCM,Huyện Bình Chánh,2.0,,10.6950833,Không có,106.5909297,3.0,3.0,2.0,0.79999,Nhà riêng,muabannet,0,79.999
"Phường Tân Tạo A, Quận Bình Tân, TP.HCM",130.0,TP.HCM,Quận Bình Tân,7.2,,10.7510379,Không có,106.5918016,4.0,4.0,2.0,5.6,Nhà riêng,muabannet,0,43.07692307692308
"Phường 16, Quận Gò Vấp, TP.HCM",52.0,TP.HCM,Quận Gò Vấp,4.0,,10.8352617,Không có,106.6740588,4.0,4.0,4.0,8.69,Nhà riêng,muabannet,0,167.1153846153846
"Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",39.0,TP.HCM,Huyện Hóc Môn,4.0,,10.8349481,Không có,106.5943997,2.0,2.0,1.0,3.9,Nhà riêng,muabannet,0,100.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",42.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.0,,10.8450851,Không có,106.7677355,3.0,3.0,3.0,3.9,Nhà riêng,muabannet,0,92.85714285714286
"Phường 9, Quận Gò Vấp, TP.HCM",48.0,TP.HCM,Quận Gò Vấp,5.0,,10.8352617,Không có,106.6740588,3.0,3.0,3.0,6.2,Nhà riêng,muabannet,0,129.16666666666666
"Phường 8, Quận Gò Vấp, TP.HCM",70.0,TP.HCM,Quận Gò Vấp,4.0,,10.8352617,Không có,106.6740588,3.0,4.0,3.0,6.75,Nhà riêng,muabannet,0,96.42857142857143
"Phường 9, Quận Gò Vấp, TP.HCM",52.0,TP.HCM,Quận Gò Vấp,4.0,,10.8352617,Không có,106.6740588,4.0,4.0,4.0,6.6,Nhà riêng,muabannet,0,126.92307692307692
"Phường 14, Quận 6, TP.HCM",24.0,TP.HCM,Quận 6,4.0,,10.7545571,Không có,106.6336213,2.0,2.0,3.0,2.95,Nhà riêng,muabannet,0,122.91666666666667
"Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",25.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8349481,Không có,106.5943997,0.0,2.0,0.0,0.95,Nhà riêng,muabannet,0,38.0
"Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",55.0,TP.HCM,Huyện Nhà Bè,10.0,,10.6509356,Không có,106.7259486,0.0,3.0,0.0,14.0,Nhà riêng,muabannet,0,254.54545454545453
"Xã Long Hòa, Huyện Cần Giờ, TP.HCM",100.0,TP.HCM,Huyện Cần Giờ,8.0,,10.396588,Hợp đồng,106.9086984,0.0,4.0,0.0,20.0,Nhà riêng,muabannet,0,200.0
"Phường 7, Quận 8, TP.HCM",42.0,TP.HCM,Quận 8,4.0,,10.7417795,Không có,106.6662335,2.0,2.0,1.0,5.5,Nhà riêng,muabannet,0,130.95238095238096
"Phường 7, Quận 8, TP.HCM",56.0,TP.HCM,Quận 8,4.0,,10.7417795,Không có,106.6662335,1.0,1.0,1.0,3.99,Nhà riêng,muabannet,0,71.25
"Phường 10, Quận 10, TP.HCM",62.0,TP.HCM,Quận 10,3.5,,10.7613705,Không có,106.7054859,7.0,11.0,6.0,8.0,Nhà riêng,muabannet,0,129.03225806451613
"Phường 9, Quận 10, TP.HCM",38.0,TP.HCM,Quận 10,4.5,,10.7665006,Không có,106.6757207,4.0,4.0,4.0,5.99,Nhà riêng,muabannet,0,157.6315789473684
"Phường Tân Chánh Hiệp, Quận 12, TP.HCM",48.0,TP.HCM,Quận 12,4.0,,10.8673521,Không có,106.6259541,2.0,3.0,0.0,4.18,Nhà riêng,muabannet,0,87.08333333333333
"Phường 15, Quận 10, TP.HCM",26.0,TP.HCM,Quận 10,3.5,,10.766766,Không có,106.6752862,3.0,3.0,4.0,5.3,Nhà riêng,muabannet,0,203.84615384615384
"Phường 9, Quận 4, TP.HCM",16.8,TP.HCM,Quận 4,3.8,,10.8156265,Không có,106.7693638,1.0,1.0,2.0,2.25,Nhà riêng,muabannet,0,133.92857142857142
"Phường 13, Quận 4, TP.HCM",46.7,TP.HCM,Quận 4,3.4,,10.8752795,Không có,106.6504926,2.0,3.0,2.0,4.79,Nhà riêng,muabannet,0,102.5695931477516
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",63.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.7,,10.8450851,Không có,106.7677355,4.0,4.0,3.0,10.2,Nhà riêng,muabannet,0,161.9047619047619
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",55.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.5,,10.8450851,Không có,106.7677355,4.0,3.0,4.0,6.8,Nhà riêng,muabannet,0,123.63636363636364
"Phường 14, Quận Tân Bình, TP.HCM",42.0,TP.HCM,Quận Tân Bình,4.4,,10.7434168,Không có,106.6196735,3.0,3.0,3.0,6.29,Nhà riêng,muabannet,0,149.76190476190476
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",120.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,5.0,,10.8450851,Không có,106.7677355,4.0,3.0,2.0,6.9,Nhà riêng,muabannet,0,57.5
"Phường 9, Quận Gò Vấp, TP.HCM",50.0,TP.HCM,Quận Gò Vấp,4.1,,10.8352617,Không có,106.6740588,4.0,4.0,0.0,7.5,Nhà riêng,muabannet,0,150.0
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",46.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.2,,10.8450851,Không có,106.7677355,2.0,2.0,2.0,2.78,Nhà riêng,muabannet,0,60.43478260869565
"Phường 5, Quận 8, TP.HCM",32.0,TP.HCM,Quận 8,2.0,,10.7421366,Không có,106.666184,2.0,2.0,2.0,3.1,Nhà riêng,muabannet,0,96.875
"Phường Tân Kiểng, Quận 7, TP.HCM",60.0,TP.HCM,Quận 7,4.0,,10.7375669,Không có,106.7296597,4.0,3.0,4.0,8.8,Nhà riêng,muabannet,0,146.66666666666666
"Phường 5, Quận Bình Thạnh, TP.HCM",36.0,TP.HCM,Quận Bình Thạnh,6.0,,10.7464608,Không có,106.6533081,4.0,4.0,4.0,5.8,Nhà riêng,muabannet,0,161.11111111111111
"Phường 12, Quận Gò Vấp, TP.HCM",40.0,TP.HCM,Quận Gò Vấp,5.0,,10.8352617,Không có,106.6740588,2.0,2.0,2.0,4.0,Nhà riêng,muabannet,0,100.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",250.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.6,,10.8450851,Không có,106.7677355,0.0,11.0,0.0,12.5,Nhà riêng,muabannet,0,50.0
"Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",67.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,5.2,,10.8450851,Không có,106.7677355,3.0,3.0,3.0,7.3,Nhà riêng,muabannet,0,108.95522388059702
"Phường An Lạc, Quận Bình Tân, TP.HCM",91.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,2.0,3.0,2.0,7.6,Nhà riêng,muabannet,0,83.51648351648352
"Xã Xuân Thới Thượng, Huyện Hóc Môn, TP.HCM",76.0,TP.HCM,Huyện Hóc Môn,4.0,,10.8777329,Không có,106.5760523,2.0,3.0,1.0,5.1,Nhà riêng,muabannet,0,67.10526315789474
"Phường 1, Quận Bình Thạnh, TP.HCM",30.0,TP.HCM,Quận Bình Thạnh,3.0,,10.8032572,Không có,106.698044,7.0,7.0,5.0,6.35,Nhà riêng,muabannet,0,211.66666666666666
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",74.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.6,,10.8450851,Không có,106.7677355,0.0,4.0,0.0,5.5,Nhà riêng,muabannet,0,74.32432432432432
"Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",50.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,2.0,3.0,3.0,4.0,Nhà riêng,muabannet,0,80.0
"Phường Tân Hưng Thuận, Quận 12, TP.HCM",105.0,TP.HCM,Quận 12,4.2,,10.8612653,Không có,106.6642083,3.0,4.0,3.0,6.8,Nhà riêng,muabannet,0,64.76190476190476
"Phường 2, Quận Tân Bình, TP.HCM",183.0,TP.HCM,Quận Tân Bình,8.2,,10.8125589,Không có,106.6674006,6.0,8.0,3.0,32.8,Nhà riêng,muabannet,0,179.23497267759564
"Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM",20.0,TP.HCM,Quận Tân Phú,4.5,,10.7918681,Không có,106.6277515,2.0,2.0,2.0,2.6,Nhà riêng,muabannet,0,130.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",49.5,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.5,,10.8450851,Không có,106.7677355,2.0,2.0,2.0,5.7,Nhà riêng,muabannet,0,115.15151515151516
"Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",90.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.0,,10.8450851,Không có,106.7677355,2.0,2.0,1.0,4.3,Nhà riêng,muabannet,0,47.77777777777778
"Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",64.0,TP.HCM,Huyện Nhà Bè,8.0,,10.6509356,Không có,106.7259486,5.0,4.0,0.0,6.38,Nhà riêng,muabannet,0,99.6875
"Xã Lê Minh Xuân, Huyện Bình Chánh, TP.HCM",256.0,TP.HCM,Huyện Bình Chánh,8.0,,10.6950833,Không có,106.5909297,7.0,11.0,1.0,4.69,Nhà riêng,muabannet,0,18.3203125
"Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",55.0,TP.HCM,Quận Bình Tân,5.5,,10.7704159,Không có,106.5995401,4.0,4.0,4.0,5.5,Nhà riêng,muabannet,0,100.0
"Phường 15, Quận Tân Bình, TP.HCM",30.0,TP.HCM,Quận Tân Bình,3.0,,10.7989297,Không có,106.7209052,2.0,2.0,2.0,4.2,Nhà riêng,muabannet,0,140.0
"Phường 12, Quận Tân Bình, TP.HCM",54.0,TP.HCM,Quận Tân Bình,4.4,,10.7434418,Không có,106.61965,6.0,6.0,3.0,9.0,Nhà riêng,muabannet,0,166.66666666666666
"Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",32.0,TP.HCM,Quận Bình Tân,3.5,,10.7704159,Không có,106.5995401,2.0,2.0,3.0,3.9,Nhà riêng,muabannet,0,121.875
"Phường Đa Kao, Quận 1, TP.HCM",205.0,TP.HCM,Quận 1,9.8,,10.7753939,Không có,106.6996249,0.0,11.0,0.0,239.5,Nhà riêng,muabannet,0,1168.2926829268292
"Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",175.0,TP.HCM,Quận Bình Tân,9.0,,10.7704159,Không có,106.5995401,7.0,8.0,0.0,14.15,Nhà riêng,muabannet,0,80.85714285714286
"Phường Phú Thạnh, Quận Tân Phú, TP.HCM",25.0,TP.HCM,Quận Tân Phú,4.0,,10.8131991,Không có,106.6238898,0.0,2.0,2.0,2.0,Nhà riêng,muabannet,0,80.0
"Phường 6, Quận Gò Vấp, TP.HCM",62.5,TP.HCM,Quận Gò Vấp,5.0,,10.8352617,Không có,106.6740588,5.0,4.0,3.0,4.59,Nhà riêng,muabannet,0,73.44
"Phường 16, Quận Gò Vấp, TP.HCM",50.0,TP.HCM,Quận Gò Vấp,5.0,,10.8352617,Không có,106.6740588,3.0,3.0,4.0,6.5,Nhà riêng,muabannet,0,130.0
"Phường Tân Thới Nhất, Quận 12, TP.HCM",78.0,TP.HCM,Quận 12,5.0,,10.8612653,Không có,106.6642083,5.0,5.0,1.0,2.95,Nhà riêng,muabannet,0,37.82051282051282
"Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",32.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,2.0,2.0,2.0,3.85,Nhà riêng,muabannet,0,120.3125
"Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",48.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,3.0,4.0,3.0,5.95,Nhà riêng,muabannet,0,123.95833333333333
"Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",26.0,TP.HCM,Quận Bình Tân,3.4,,10.7704159,Không có,106.5995401,2.0,2.0,0.0,2.95,Nhà riêng,muabannet,0,113.46153846153847
"Phường Thạnh Xuân, Quận 12, TP.HCM",52.0,TP.HCM,Quận 12,4.0,,10.8612653,Không có,106.6642083,2.0,2.0,0.0,3.9,Nhà riêng,muabannet,0,75.0
"Phường Thới An, Quận 12, TP.HCM",63.1,TP.HCM,Quận 12,4.5,,10.878728,Không có,106.6384202,5.0,6.0,4.0,7.5,Nhà riêng,muabannet,0,118.85895404120444
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",55.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,4.6,,10.8450851,Không có,106.7677355,5.0,4.0,0.0,7.2,Nhà riêng,muabannet,0,130.9090909090909
"Phường Thạnh Xuân, Quận 12, TP.HCM",24.0,TP.HCM,Quận 12,3.0,,10.8612653,Không có,106.6642083,2.0,3.0,0.0,1.49,Nhà riêng,muabannet,0,62.083333333333336
"Phường Thạnh Lộc, Quận 12, TP.HCM",72.0,TP.HCM,Quận 12,4.0,,10.8612653,Không có,106.6642083,3.0,4.0,3.0,6.5,Nhà riêng,muabannet,0,90.27777777777777
"Phường 3, Quận Bình Thạnh, TP.HCM",40.0,TP.HCM,Quận Bình Thạnh,3.0,,10.7681426,Không có,106.6363015,2.0,2.0,2.0,7.0,Nhà riêng,muabannet,0,175.0
"Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",60.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8937624,Không có,106.5832489,1.0,2.0,1.0,0.75,Nhà riêng,muabannet,0,12.5
"Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",40.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8937624,Không có,106.5832489,1.0,2.0,1.0,0.9,Nhà riêng,muabannet,0,22.5
"Xã Tân Xuân, Huyện Hóc Môn, TP.HCM",20.0,TP.HCM,Huyện Hóc Môn,4.0,,10.8937624,Không có,106.5832489,2.0,2.0,1.0,0.73,Nhà riêng,muabannet,0,36.5
"Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM",72.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,4.0,3.0,2.0,6.0,Nhà riêng,muabannet,0,83.33333333333333
"Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",20.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8349481,Không có,106.5943997,1.0,2.0,1.0,0.89,Nhà riêng,muabannet,0,44.5
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",165.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,5.3,,10.8450851,Không có,106.7677355,7.0,7.0,1.0,6.8,Nhà riêng,muabannet,0,41.21212121212121
"Phường Bình Hưng Hòa A, Quận Bình Tân, TP.HCM",28.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,4.0,3.0,0.0,3.0,Nhà riêng,muabannet,0,107.14285714285714
"Phường Tân Quy, Quận 7, TP.HCM",50.0,TP.HCM,Quận 7,5.0,,10.7426478,Không có,106.7098108,1.0,1.0,1.0,6.2,Nhà riêng,muabannet,0,124.0
"Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",51.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,3.0,3.0,2.0,5.1,Nhà riêng,muabannet,0,100.0
"Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",124.0,TP.HCM,Quận Bình Tân,8.0,,10.7704159,Không có,106.5995401,5.0,4.0,2.0,9.3,Nhà riêng,muabannet,0,75.0
"Phường Tân Thuận Đông, Quận 7, TP.HCM",97.7,TP.HCM,Quận 7,4.0,,10.7375669,Không có,106.7296597,6.0,5.0,6.0,14.5,Nhà riêng,muabannet,0,148.41351074718526
"Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",50.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,4.0,4.0,3.0,8.25,Nhà riêng,muabannet,0,165.0
"Phường Bình Thuận, Quận 7, TP.HCM",66.9,TP.HCM,Quận 7,4.0,,10.7375669,Không có,106.7296597,6.0,5.0,4.0,15.89,Nhà riêng,muabannet,0,237.51868460388638
"Phường Tân Quy, Quận 7, TP.HCM",50.0,TP.HCM,Quận 7,4.0,,10.7426478,Không có,106.7098108,3.0,3.0,3.0,6.5,Nhà riêng,muabannet,0,130.0
"Phường 19, Quận Bình Thạnh, TP.HCM",108.0,TP.HCM,Quận Bình Thạnh,6.0,,10.7438421,Không có,106.6294974,7.0,11.0,6.0,18.0,Nhà riêng,muabannet,0,166.66666666666666
"Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",68.0,TP.HCM,TP. Thủ Đức - Quận Thủ Đức,5.0,,10.8450851,Không có,106.7677355,2.0,3.0,2.0,5.7,Nhà riêng,muabannet,0,83.82352941176471
"Phường 2, Quận 8, TP.HCM",54.0,TP.HCM,Quận 8,4.2,,10.7416082,Không có,106.6649389,2.0,2.0,2.0,5.5,Nhà riêng,muabannet,0,101.85185185185185
"Phường 1, Quận 8, TP.HCM",100.0,TP.HCM,Quận 8,4.0,,10.7100682,Không có,106.622234,2.0,2.0,2.0,7.2,Nhà riêng,muabannet,0,72.0
"Phường An Lạc A, Quận Bình Tân, TP.HCM",92.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,4.0,4.0,0.0,11.7,Nhà riêng,muabannet,0,127.17391304347827
"Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",422.0,TP.HCM,Quận Bình Tân,15.5,,10.7704159,Không có,106.5995401,1.0,1.0,1.0,15.2,Nhà riêng,muabannet,0,36.018957345971565
"Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",100.0,TP.HCM,Huyện Bình Chánh,15.0,,10.6950833,Không có,106.5909297,2.0,3.0,0.0,0.95,Nhà riêng,muabannet,0,9.5
"Phường 12, Quận Gò Vấp, TP.HCM",46.5,TP.HCM,Quận Gò Vấp,4.0,,10.8352617,Không có,106.6740588,3.0,3.0,3.0,8.25,Nhà riêng,muabannet,0,177.41935483870967
"Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",42.6,TP.HCM,Huyện Hóc Môn,5.0,,10.8777329,Không có,106.5760523,2.0,2.0,0.0,3.0,Nhà riêng,muabannet,0,70.4225352112676
"Phường Phú Thạnh, Quận Tân Phú, TP.HCM",36.0,TP.HCM,Quận Tân Phú,4.0,,10.8131991,Không có,106.6238898,3.0,3.0,2.0,2.98,Nhà riêng,muabannet,0,82.77777777777777
"Phường Tân Chánh Hiệp, Quận 12, TP.HCM",168.0,TP.HCM,Quận 12,6.0,,10.8673521,Không có,106.6259541,2.0,2.0,0.0,7.0,Nhà riêng,muabannet,0,41.666666666666664
"Phường An Phú Đông, Quận 12, TP.HCM",110.0,TP.HCM,Quận 12,4.0,,10.8612653,Không có,106.6642083,7.0,11.0,0.0,9.6,Nhà riêng,muabannet,0,87.27272727272727
"Phường Tân Quý, Quận Tân Phú, TP.HCM",52.0,TP.HCM,Quận Tân Phú,4.0,,10.7918681,Không có,106.6277515,4.0,3.0,4.0,8.6,Nhà riêng,muabannet,0,165.3846153846154
"Phường Bình Hưng Hòa B, Quận Bình Tân, TP.HCM",49.0,TP.HCM,Quận Bình Tân,6.0,,10.7704159,Không có,106.5995401,3.0,3.0,3.0,2.35,Nhà riêng,muabannet,0,47.95918367346939
"Phường Phú Thạnh, Quận Tân Phú, TP.HCM",47.0,TP.HCM,Quận Tân Phú,4.0,,10.8131991,Không có,106.6238898,5.0,4.0,4.0,6.4,Nhà riêng,muabannet,0,136.17021276595744
"Phường 10, Quận Gò Vấp, TP.HCM",21.5,TP.HCM,Quận Gò Vấp,4.1,,10.8352617,Không có,106.6740588,2.0,2.0,2.0,3.55,Nhà riêng,muabannet,0,165.11627906976744
"Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM",59.5,TP.HCM,Quận Tân Phú,3.9,,10.7918681,Không có,106.6277515,3.0,3.0,2.0,6.2,Nhà riêng,muabannet,0,104.2016806722689
"Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",53.3,TP.HCM,Quận Tân Phú,4.1,,10.7730702,Không có,106.6544302,0.0,4.0,4.0,7.19,Nhà riêng,muabannet,0,134.89681050656662
"Phường 10, Quận Tân Bình, TP.HCM",70.0,TP.HCM,Quận Tân Bình,6.0,,10.7883754,Không có,106.6607778,1.0,1.0,1.0,8.5,Nhà riêng,muabannet,0,121.42857142857143
"Phường Hòa Thạnh, Quận Tân Phú, TP.HCM",70.0,TP.HCM,Quận Tân Phú,5.8,,10.7730702,Không có,106.6544302,3.0,3.0,2.0,5.4,Nhà riêng,muabannet,0,77.14285714285714
"Phường Bình Hưng Hòa, Quận Bình Tân, TP.HCM",52.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,4.0,3.0,2.0,6.35,Nhà riêng,muabannet,0,122.11538461538461
"Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",131.0,TP.HCM,Quận Bình Tân,6.5,,10.7704159,Không có,106.5995401,7.0,6.0,3.0,11.0,Nhà riêng,muabannet,0,83.96946564885496
"Phường Tây Thạnh, Quận Tân Phú, TP.HCM",54.0,TP.HCM,Quận Tân Phú,6.0,,10.8131991,Không có,106.6238898,2.0,3.0,2.0,13.9,Nhà riêng,muabannet,0,257.4074074074074
"Phường 9, Quận Gò Vấp, TP.HCM",60.0,TP.HCM,Quận Gò Vấp,4.0,,10.8352617,Không có,106.6740588,0.0,4.0,0.0,5.43,Nhà riêng,muabannet,0,90.5
"Phường 11, Quận Gò Vấp, TP.HCM",82.0,TP.HCM,Quận Gò Vấp,7.0,,10.8352617,Không có,106.6740588,7.0,11.0,2.0,6.5,Nhà riêng,muabannet,0,79.26829268292683
"Phường Đông Hưng Thuận, Quận 12, TP.HCM",96.0,TP.HCM,Quận 12,6.0,,10.8612653,Không có,106.6642083,5.0,5.0,2.0,6.39,Nhà riêng,muabannet,0,66.5625
"Phường Tân Thới Hiệp, Quận 12, TP.HCM",128.0,TP.HCM,Quận 12,4.0,,10.878728,Không có,106.6384202,3.0,3.0,0.0,5.5,Nhà riêng,muabannet,0,42.96875
"Phường 13, Quận 6, TP.HCM",30.0,TP.HCM,Quận 6,4.0,,10.7539993,Không có,106.6314196,2.0,2.0,3.0,3.6,Nhà riêng,muabannet,0,120.0
"Phường 14, Quận 6, TP.HCM",24.0,TP.HCM,Quận 6,4.0,,10.7545571,Không có,106.6336213,3.0,2.0,3.0,2.95,Nhà riêng,muabannet,0,122.91666666666667
"Phường 12, Quận 6, TP.HCM",38.0,TP.HCM,Quận 6,3.6,,10.7507286,Không có,106.630413,2.0,3.0,2.0,4.9,Nhà riêng,muabannet,0,128.94736842105263
"Phường 15, Quận 8, TP.HCM",42.0,TP.HCM,Quận 8,3.6,,10.7472059,Không có,106.6589504,3.0,3.0,4.0,4.85,Nhà riêng,muabannet,0,115.47619047619048
"Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",100.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8777329,Không có,106.5760523,2.0,3.0,1.0,3.8,Nhà riêng,muabannet,0,38.0
"Xã Phong Phú, Huyện Bình Chánh, TP.HCM",80.0,TP.HCM,Huyện Bình Chánh,5.0,,10.6950833,Không có,106.5909297,0.0,3.0,0.0,8.2,Nhà riêng,muabannet,0,102.5
"Phường Tân Quý, Quận Tân Phú, TP.HCM",68.4,TP.HCM,Quận Tân Phú,3.8,,10.7918681,Không có,106.6277515,4.0,3.0,2.0,6.48,Nhà riêng,muabannet,0,94.73684210526315
"Phường 13, Quận Gò Vấp, TP.HCM",105.0,TP.HCM,Quận Gò Vấp,4.1,,10.8352617,Không có,106.6740588,2.0,2.0,2.0,10.2,Nhà riêng,muabannet,0,97.14285714285714
"Phường 4, Quận 8, TP.HCM",24.0,TP.HCM,Quận 8,4.0,,10.7403138,Không có,106.6652816,2.0,2.0,2.0,2.7,Nhà riêng,muabannet,0,112.5
"Xã Thới Tam Thôn, Huyện Hóc Môn, TP.HCM",110.0,TP.HCM,Huyện Hóc Môn,5.0,,10.8777329,Không có,106.5760523,2.0,4.0,2.0,4.35,Nhà riêng,muabannet,0,39.54545454545455
"Phường An Lạc, Quận Bình Tân, TP.HCM",30.0,TP.HCM,Quận Bình Tân,3.0,,10.7704159,Không có,106.5995401,2.0,3.0,1.0,1.8,Nhà riêng,muabannet,0,60.0
"Phường 15, Quận Tân Bình, TP.HCM",31.3,TP.HCM,Quận Tân Bình,3.9,,10.7989297,Không có,106.7209052,2.0,2.0,2.0,4.2,Nhà riêng,muabannet,0,134.18530351437698
"Phường 12, Quận Gò Vấp, TP.HCM",72.4,TP.HCM,Quận Gò Vấp,4.5,,10.8352617,Không có,106.6740588,3.0,4.0,4.0,9.6,Nhà riêng,muabannet,0,132.5966850828729
"Phường Tân Chánh Hiệp, Quận 12, TP.HCM",55.0,TP.HCM,Quận 12,4.0,,10.8673521,Không có,106.6259541,5.0,4.0,0.0,6.79,Nhà riêng,muabannet,0,123.45454545454545
"Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",64.0,TP.HCM,Quận Bình Tân,4.0,,10.7704159,Không có,106.5995401,3.0,3.0,3.0,5.85,Nhà riêng,muabannet,0,91.40625
