,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
4921,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4922,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4923,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4924,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4925,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4926,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4927,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4928,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4929,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4930,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4931,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4932,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4933,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4934,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4935,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4936,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4937,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4938,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4939,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4940,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4941,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4942,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4943,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4944,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4945,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4946,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4947,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4948,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4949,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4950,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4951,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4952,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4953,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4954,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4955,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4956,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4957,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4958,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4959,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4960,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4961,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4962,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4963,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4964,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4965,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4966,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4967,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4968,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4969,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4970,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4971,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4972,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4973,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4974,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4975,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4976,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4977,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4978,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4979,Nhà hẻm ngõ,3.5,85.0,m²,4.0,3.0,3.0,15.0,"phố Độc lập, Đường Hà Lầm, Phường Hà Lầm, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ hồng,Nam,5.0,Nam,3.5,"85 m²(5,0x15,0)",4 phòng,3 WC,Thiên
4980,Biệt thự,630.0,5000.0,m²,,,,92.0,"Đường Hoàng Quốc Việt, Bãi Cháy, TP. Hạ Long, Quảng Ninh",Quảng Ninh,TP. Hạ Long,Sổ đỏ,,50.0,,630.0,"5.000 m²(50,0x92,0)",,,Thiên
4981,Nhà mặt tiền,2.05,61.0,m²,2.0,1.0,2.0,12.0,"32, Đường Hoàng Quốc Việt, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Sổ hồng,Tây Nam,5.0,Nam,2.05,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4982,Nhà hẻm ngõ,3.5,299.0,m²,11.0,7.0,,30.0,"Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Nam,11.0,,3.5,"299 m²(11,0x30,0)",11 phòng,7 WC,Thiên
4983,Mặt tiền,2.0,61.0,m²,2.0,1.0,1.0,12.0,"Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",Quảng Ninh,Thành phố Cẩm Phả,Giấy tờ hợp lệ,Tây Nam,5.0,,2.0,"61 m²(5,0x12,0)",2 phòng,1 WC,Thiên
4984,Nhà hẻm ngõ,2.8,124.0,m²,4.0,3.0,2.0,15.5,"Phường 2, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Bắc,8.0,,2.8,"124 m²(8,0x15,5)",4 phòng,3 WC,Thiên
4985,Nhà mặt tiền,3.0,84.0,m²,4.0,2.0,2.0,13.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,7.5,,3.0,"84 m²(7,5x13,0)",4 phòng,2 WC,Thiên
4986,Nhà mặt tiền,3.86,63.5,m²,2.0,1.0,2.0,14.6,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,,4.4,,3.86,"63,5 m²(4,4x14,6)",2 phòng,1 WC,Thiên
4987,Nhà mặt tiền,4.95,145.8,m²,3.0,2.0,2.0,19.1,"Phường 4, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Đông Nam,6.5,,4.95,"145,8 m²(6,5x19,1)",3 phòng,2 WC,Thiên
4988,Nhà mặt tiền,0.368,100.8,m²,3.0,,,24.0,"Phường 7, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,,4.2,,0.368,"100,8 m²(4,2x24,0)",3 phòng,,Thiên
4989,Nhà hẻm ngõ,0.699,54.6,m²,2.0,1.0,2.0,13.0,"Phường 4, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Bắc,4.2,,0.699,"54,6 m²(4,2x13,0)",2 phòng,1 WC,Thiên
4990,Nhà mặt tiền,2.55,84.0,m²,4.0,2.0,2.0,20.0,"Phường 4, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Đông Nam,4.2,,2.55,"84 m²(4,2x20,0)",4 phòng,2 WC,Thiên
4991,Nhà hẻm ngõ,1.05,56.0,m²,2.0,1.0,1.0,14.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Đông Nam,4.0,,1.05,"56 m²(4,0x14,0)",2 phòng,1 WC,Thiên
4992,Nhà hẻm ngõ,0.72,35.3,m²,2.0,1.0,2.0,8.6,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Bắc,4.1,,0.72,"35,3 m²(4,1x8,6)",2 phòng,1 WC,Thiên
4993,Nhà hẻm ngõ,1.25,56.0,m²,2.0,1.0,1.0,14.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Đông,4.0,,1.25,"56 m²(4,0x14,0)",2 phòng,1 WC,Thiên
4994,Nhà hẻm ngõ,0.5,46.9,m²,1.0,1.0,1.0,10.0,"Phường 4, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Bắc,4.3,,0.5,"46,9 m²(4,3x10,0)",1 phòng,1 WC,Thiên
4995,Nhà hẻm ngõ,1.39,134.4,m²,2.0,1.0,1.0,32.0,"Phường 7, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Đông Nam,4.2,,1.39,"134,4 m²(4,2x32,0)",2 phòng,1 WC,Thiên
4996,Nhà mặt tiền,3.3,222.6,m²,2.0,1.0,1.0,37.0,"Phường 7, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,6.0,,3.3,"222,6 m²(6,0x37,0)",2 phòng,1 WC,Thiên
4997,Nhà hẻm ngõ,1.2,56.0,m²,2.0,1.0,,16.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Bắc,4.0,,1.2,"56 m²(4,0x16,0)",2 phòng,1 WC,Thiên
4998,Nhà mặt tiền,1.4,66.9,m²,2.0,1.0,1.0,14.0,"Phường 2, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Bắc,5.0,,1.4,"66,9 m²(5,0x14,0)",2 phòng,1 WC,Thiên
4999,Nhà hẻm ngõ,0.85,45.0,m²,2.0,1.0,1.0,13.2,"Phường 4, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Bắc,3.5,,0.85,"45 m²(3,5x13,2)",2 phòng,1 WC,Thiên
5000,Mặt tiền,6.2,375.0,m²,2.0,2.0,1.0,34.5,"Xã Châu Thành, Huyện Châu Thành, Sóc Trăng",Sóc Trăng,Huyện Châu Thành,Giấy tờ hợp lệ,Đông Bắc,11.2,,6.2,"375 m²(11,2x34,5)",2 phòng,2 WC,Thiên
5001,Nhà hẻm ngõ,1.3,130.0,m²,2.0,1.0,2.0,10.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,6.0,,1.3,"130 m²(6,0x10,0)",2 phòng,1 WC,Thiên
5002,Nhà hẻm ngõ,2.9,146.0,m²,3.0,3.0,2.0,32.0,"Phường 2, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,4.5,,2.9,"146 m²(4,5x32,0)",3 phòng,3 WC,Thiên
5003,Mặt tiền,7.0,68.0,m²,3.0,1.0,2.0,17.0,"Phường 1, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,4.0,,7.0,"68 m²(4,0x17,0)",3 phòng,1 WC,Thiên
5004,Nhà hẻm ngõ,1.64,90.0,m²,2.0,1.0,1.0,20.0,"Phường 6, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Bắc,4.5,,1.64,"90 m² (4,5x20,0)",2 phòng,1 WC,Thiên
5005,Mặt tiền,1.95,160.5,m²,3.0,1.0,1.0,34.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,5.0,,1.95,"160,5 m² (5,0x34,0)",3 phòng,1 WC,Thiên
5006,Nhà hẻm ngõ,1.32,48.0,m²,2.0,1.0,2.0,12.0,"Phường 3, TP. Sóc Trăng, Sóc Trăng",Sóc Trăng,TP. Sóc Trăng,Giấy tờ hợp lệ,Tây Nam,4.0,,1.32,"48 m²(4,0x12,0)",2 phòng,1 WC,Thiên
5007,Nhà hẻm ngõ,0.82,155.0,m²,2.0,,,,"Đường An Phú 2, Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh",Tây Ninh,Huyện Trảng Bàng,Sổ hồng,,,,0.82,155 m²,2 phòng,,Thiên
5008,Nhà hẻm ngõ,0.85,387.0,m²,1.0,,,38.0,"Đường an phú, Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh",Tây Ninh,Huyện Trảng Bàng,Sổ hồng,,10.0,,0.85,"387 m²(10,0x38,0)",1 phòng,,Thiên
